Gene1,Gene2
EPAS1,PTK6
EPAS1,COMMD1
EPAS1,PSMD14
EPAS1,CCDC22
EPAS1,SOX2
SOX2,EPAS1
EPAS1,PSMB8
EPAS1,PSMA7
EPAS1,EP300
EP300,EPAS1
EPAS1,POLR2I
POLR2I,EPAS1
EPAS1,AJUBA
EPAS1,PSMA4
EPAS1,POLR2F
POLR2F,EPAS1
EPAS1,PSMC1
EPAS1,NEDD8
EPAS1,POLR2K
POLR2K,EPAS1
EPAS1,COMMD8
EPAS1,WTIP
EPAS1,HIGD1A
EPAS1,EPO
EPAS1,LIMD1
LIMD1,EPAS1
EPAS1,UBXN7
EPAS1,VEGFA
EPAS1,COMMD5
EPAS1,PSMD2
EPAS1,PRDM14
PRDM14,EPAS1
EPAS1,HIF1A
HIF1A,EPAS1
EPAS1,UBE2D1
EPAS1,PSMB5
EPAS1,MMP3
EPAS1,SHFM1
EPAS1,CUL2
EPAS1,POLR2A
POLR2A,EPAS1
GRHL2,EPCAM
TP53,EPCAM
PTEN,EPCAM
EGF,EPCAM
POU5F1,EPCAM
ZEB1,EPCAM
MYC,EPCAM
ZBTB48,SRBD1
ZNF276,SRBD1
CENPK,SGOL1
PTTG1,SGOL1
KNTC1,SGOL1
ESPL1,SGOL1
KAT2B,GTF2F1
GTF2F1,KAT2B
KAT2B,E2F1
E2F1,KAT2B
KAT2B,HEYL
HEYL,KAT2B
KAT2B,H2AFB1
KAT2B,CCDC101
KAT2B,NR3C1
NR3C1,KAT2B
KAT2B,TAF1C
TAF1C,KAT2B
KAT2B,POLR1B
POLR1B,KAT2B
KAT2B,HMGB1
KAT2B,GATA1
GATA1,KAT2B
KAT2B,HIST2H2AB
KAT2B,SUPT20H
KAT2B,MAP3K7
KAT2B,ATF2
ATF2,KAT2B
KAT2B,TADA2A
TADA2A,KAT2B
KAT2B,ZZZ3
KAT2B,POLR1A
POLR1A,KAT2B
KAT2B,ZNRD1
ZNRD1,KAT2B
KAT2B,MSL2
KAT2B,SETD1A
KAT2B,RUNX1
RUNX1,KAT2B
KAT2B,HIST2H2BE
HIST2H2BE,KAT2B
KAT2B,H2BFS
KAT2B,MBIP
KAT2B,HDAC3
HDAC3,KAT2B
KAT2B,TAF5
TAF5,KAT2B
KAT2B,H2AFZ
KAT2B,HIST1H2BJ
HIST1H2BJ,KAT2B
KAT2B,KMT2B
KMT2B,KAT2B
KAT2B,SUPT3H
SUPT3H,KAT2B
KAT2B,TNRC6B
KAT2B,KMT2E
KAT2B,SMARCA1
SMARCA1,KAT2B
KAT2B,CCNC
KAT2B,SIN3A
SIN3A,KAT2B
KAT2B,HIST2H4A
KAT2B,IFNB1
IFNB1,KAT2B
KAT2B,HIST1H4F
KAT2B,SMAD3
SMAD3,KAT2B
KAT2B,SMAD2
SMAD2,KAT2B
KAT2B,HDAC11
HDAC11,KAT2B
KAT2B,DMAP1
DMAP1,KAT2B
KAT2B,ITGA2B
KAT2B,ZFPM1
ZFPM1,KAT2B
KAT2B,HDAC2
HDAC2,KAT2B
KAT2B,TLE2
TLE2,KAT2B
KAT2B,NCOR1
NCOR1,KAT2B
KAT2B,ESR1
ESR1,KAT2B
KAT2B,IRF1
IRF1,KAT2B
KAT2B,ACTL6A
KAT2B,CDC6
KAT2B,POLR1E
POLR1E,KAT2B
KAT2B,KMT2A
KMT2A,KAT2B
KAT2B,TAF9
TAF9,KAT2B
KAT2B,SIN3B
SIN3B,KAT2B
KAT2B,HMGA1
HMGA1,KAT2B
KAT2B,DPY30
KAT2B,IRF4
IRF4,KAT2B
KAT2B,GATA3
GATA3,KAT2B
KAT2B,MSL1
KAT2B,HDAC10
HDAC10,KAT2B
KAT2B,MOV10
KAT2B,YEATS2
KAT2B,POLE4
KAT2B,POLR2H
POLR2H,KAT2B
KAT2B,YEATS4
YEATS4,KAT2B
KAT2B,ARID1A
ARID1A,KAT2B
KAT2B,NOTCH4
NOTCH4,KAT2B
KAT2B,MAPK14
MAPK14,KAT2B
KAT2B,KAT8
KAT2B,MAML3
MAML3,KAT2B
KAT2B,MEF2D
MEF2D,KAT2B
KAT2B,TAF1B
TAF1B,KAT2B
KAT2B,MEF2C
MEF2C,KAT2B
KAT2B,HES5
KAT2B,MAMLD1
KAT2B,UBC
KAT2B,ELF3
ELF3,KAT2B
KAT2B,RUNX3
RUNX3,KAT2B
KAT2B,HIST1H2AJ
KAT2B,CDK8
KAT2B,NCOA1
NCOA1,KAT2B
KAT2B,RXRA
RXRA,KAT2B
KAT2B,IRF3
IRF3,KAT2B
KAT2B,WWTR1
WWTR1,KAT2B
KAT2B,SETD2
KAT2B,MORF4L1
KAT2B,GTF2A2
GTF2A2,KAT2B
KAT2B,POLR2E
POLR2E,KAT2B
KAT2B,ELP3
KAT2B,GTF2B
GTF2B,KAT2B
KAT2B,NAT8
KAT2B,CD3EAP
KAT2B,SIRT2
SIRT2,KAT2B
KAT2B,AGO4
KAT2B,TAF6L
TAF6L,KAT2B
KAT2B,EPC1
EPC1,KAT2B
KAT2B,TBX5
TBX5,KAT2B
KAT2B,SIRT1
SIRT1,KAT2B
KAT2B,UBA52
KAT2B,SIRT6
KAT2B,MYC
MYC,KAT2B
KAT2B,EP400
EP400,KAT2B
KAT2B,TAF10
TAF10,KAT2B
KAT2B,HDAC1
HDAC1,KAT2B
KAT2B,MRGBP
KAT2B,SIRT7
SIRT7,KAT2B
KAT2B,RUVBL2
RUVBL2,KAT2B
KAT2B,HIST1H4B
KAT2B,MEF2A
MEF2A,KAT2B
KAT2B,SMAD4
SMAD4,KAT2B
KAT2B,KMT2D
KAT2B,SIRT5
KAT2B,NCOR2
NCOR2,KAT2B
KAT2B,HIST1H2BL
KAT2B,TADA1
KAT2B,AGO1
KAT2B,POLR1D
POLR1D,KAT2B
KAT2B,AK6
KAT2B,SUPT7L
SUPT7L,KAT2B
KAT2B,MYBBP1A
MYBBP1A,KAT2B
KAT2B,TFF1
KAT2B,PRMT6
KAT2B,MSL3
KAT2B,JUN
JUN,KAT2B
KAT2B,KAT7
KAT7,KAT2B
KAT2B,CBFB
CBFB,KAT2B
KAT2B,DDX5
DDX5,KAT2B
KAT2B,TAF1A
TAF1A,KAT2B
KAT2B,HIST1H2AC
KAT2B,RARG
RARG,KAT2B
KAT2B,RBBP5
KAT2B,CITED2
CITED2,KAT2B
KAT2B,TRRAP
TRRAP,KAT2B
KAT2B,CITED1
CITED1,KAT2B
KAT2B,SMARCC2
SMARCC2,KAT2B
KAT2B,HIST1H2BD
HIST1H2BD,KAT2B
KAT2B,H2AFX
KAT2B,HIST1H2AD
KAT2B,DR1
DR1,KAT2B
KAT2B,HIST1H2BM
KAT2B,HIST3H2A
KAT2B,TAF5L
KAT2B,TADA3
TADA3,KAT2B
KAT2B,AGO3
KAT2B,HIST2H4B
KAT2B,ATXN7
KAT2B,HDAC5
HDAC5,KAT2B
KAT2B,ENY2
KAT2B,GLYATL1
KAT2B,WDR5
WDR5,KAT2B
KAT2B,XRCC6
XRCC6,KAT2B
KAT2B,AGXT
KAT2B,IRF2
IRF2,KAT2B
KAT2B,DEK
DEK,KAT2B
KAT2B,TP53
TP53,KAT2B
KAT2B,TLE1
TLE1,KAT2B
KAT2B,TBP
TBP,KAT2B
KAT2B,HIST1H2BN
HIST1H2BN,KAT2B
KAT2B,HIST2H2AC
KAT2B,MEAF6
KAT2B,YY1
YY1,KAT2B
KAT2B,BRCA2
BRCA2,KAT2B
KAT2B,TFDP1
TFDP1,KAT2B
KAT2B,POLR2L
POLR2L,KAT2B
KAT2B,H2AFJ
KAT2B,UBB
KAT2B,SF3B1
KAT2B,HEY2
HEY2,KAT2B
KAT2B,MAML1
MAML1,KAT2B
KAT2B,TNRC6C
KAT2B,HES1
HES1,KAT2B
KAT2B,CARM1
KAT2B,TAF9B
TAF9B,KAT2B
KAT2B,CUL1
KAT2B,HIST1H2BH
KAT2B,TWISTNB
KAT2B,NOTCH1
KAT2B,CREBBP
CREBBP,KAT2B
KAT2B,HIST1H4K
KAT2B,THBS1
KAT2B,PARP1
PARP1,KAT2B
KAT2B,KAT6A
KAT6A,KAT2B
KAT2B,SMARCC1
SMARCC1,KAT2B
KAT2B,SMARCA5
SMARCA5,KAT2B
KAT2B,KAT6B
KAT6B,KAT2B
KAT2B,MYOD1
MYOD1,KAT2B
KAT2B,TAF6
TAF6,KAT2B
KAT2B,NCOA3
NCOA3,KAT2B
KAT2B,TLE4
KAT2B,ATXN7L3
KAT2B,MAML2
KAT2B,HDAC6
KAT2B,TBL1X
TBL1X,KAT2B
KAT2B,ACTB
KAT2B,DDX21
KAT2B,RPS27A
KAT2B,TAF1D
KAT2B,RBX1
KAT2B,TADA2B
KAT2B,TNRC6A
KAT2B,FOXO3
FOXO3,KAT2B
KAT2B,KMT2C
KAT2B,HIST1H2BK
KAT2B,GTF2A1
GTF2A1,KAT2B
KAT2B,CCND1
CCND1,KAT2B
KAT2B,ASH2L
ASH2L,KAT2B
KAT2B,HAT1
KAT2B,KAT5
KAT5,KAT2B
KAT2B,CHD1
CHD1,KAT2B
KAT2B,HIST1H4J
KAT2B,EHMT2
EHMT2,KAT2B
KAT2B,PLXND1
KAT2B,SMARCD1
SMARCD1,KAT2B
KAT2B,E2F3
E2F3,KAT2B
KAT2B,AGO2
KAT2B,RUVBL1
RUVBL1,KAT2B
KAT2B,HIST4H4
KAT2B,HDAC7
HDAC7,KAT2B
KAT2B,IRF7
IRF7,KAT2B
KAT2B,EP300
EP300,KAT2B
KAT2B,HIST1H4I
KAT2B,TAF12
TAF12,KAT2B
KAT2B,FOXA1
FOXA1,KAT2B
KAT2B,POLE3
KAT2B,TAF2
KAT2B,HEY1
HEY1,KAT2B
KAT2B,PTGDR
KAT2B,USF1
USF1,KAT2B
KAT2B,HIST1H4L
KAT2B,HIST1H2BA
KAT2B,CSRP2BP
KAT2B,IRF5
IRF5,KAT2B
KAT2B,MDM2
MDM2,KAT2B
KAT2B,POLR2F
POLR2F,KAT2B
KAT2B,NOTCH2
NOTCH2,KAT2B
KAT2B,BRD8
BRD8,KAT2B
KAT2B,DNMT1
DNMT1,KAT2B
KAT2B,ING3
ING3,KAT2B
KAT2B,POLR2K
POLR2K,KAT2B
KAT2B,RARB
RARB,KAT2B
KAT2B,HIST1H2BO
KAT2B,HIST1H2AH
KAT2B,HIST1H2AA
KAT2B,HDAC9
HDAC9,KAT2B
KAT2B,SIRT3
SIRT3,KAT2B
KAT2B,RELA
RELA,KAT2B
KAT2B,BAZ1B
BAZ1B,KAT2B
KAT2B,KAT2A
KAT2B,GTF3A
GTF3A,KAT2B
KAT2B,AR
AR,KAT2B
KAT2B,SMARCA4
SMARCA4,KAT2B
KAT2B,HDAC4
HDAC4,KAT2B
KAT2B,H2AFV
KAT2B,USP22
KAT2B,NCOA2
NCOA2,KAT2B
KAT2B,NOTCH3
NOTCH3,KAT2B
KAT2B,HIST1H4A
KAT2B,HIST1H4C
KAT2B,THRB
THRB,KAT2B
KAT2B,POLR1C
POLR1C,KAT2B
KAT2B,ACTA2
KAT2B,USP27X
KAT2B,HIST1H4E
KAT2B,SETD1B
KAT2B,IRF6
IRF6,KAT2B
KAT2B,HIST1H4D
KAT2B,HIST2H3PS2
KAT2B,GP1BA
KAT2B,EZH2
EZH2,KAT2B
KAT2B,HDAC8
HDAC8,KAT2B
KAT2B,RARA
RARA,KAT2B
KAT2B,SMARCA2
SMARCA2,KAT2B
KAT2B,SMARCE1
SMARCE1,KAT2B
KAT2B,TAF4
TAF4,KAT2B
KAT2B,HIST1H2BB
HIST1H2BB,KAT2B
KAT2B,TBL1XR1
KAT2B,MYSM1
KAT2B,PRMT1
KAT2B,SMARCB1
SMARCB1,KAT2B
KAT2B,SNW1
SNW1,KAT2B
KAT2B,NPPA
KAT2B,TAF7
TAF7,KAT2B
KAT2B,HIST1H4H
KAT2B,POLR2A
POLR2A,KAT2B
KAT2B,RBPJ
RBPJ,KAT2B
KAT2B,FABP7
KAT2B,CCNT1
KAT2B,SKP1
KAT2B,GTF2E1
GTF2E1,KAT2B
TSG101,CHMP2B
TARDBP,CHMP2B
FUS,CHMP2B
NFKBIA,EIF2AK4
ATF4,EIF2AK4
NFKBIB,EIF2AK4
NFE2L2,EIF2AK4
XBP1,EIF2AK4
DDB1,WDR76
XPC,WDR76
ZNF91,ZNF106
DAB2,LRP2
BIN1,LRP2
EGFR,LRP2
EGF,LRP2
AKT1,LRP2
ANKRA2,LRP2
APBB1,LRP2
NR1H4,ABCB11
NR0B2,ABCB11
NR1I2,ABCB11
HAX1,ABCB11
AKT3,GNB4
AKT3,GNG5
AKT3,MLST8
AKT3,ING5
ING5,AKT3
AKT3,MAPK12
MAPK12,AKT3
AKT3,RPTOR
AKT3,PPP2R2B
AKT3,CASP9
AKT3,PPP2R5E
AKT3,PRR5
AKT3,PDPK1
AKT3,TSC1
AKT3,BRPF1
BRPF1,AKT3
AKT3,GNG11
AKT3,GNB2
AKT3,GSK3B
AKT3,TRIB3
TRIB3,AKT3
AKT3,CTLA4
AKT3,DENND1A
AKT3,RPS6KB1
AKT3,OGT
AKT3,GNG7
AKT3,MAPK13
MAPK13,AKT3
AKT3,BCL2L1
AKT3,TBC1D4
AKT3,THEM4
AKT3,PIK3CB
AKT3,PIK3CA
AKT3,NOS2
AKT3,NOS3
AKT3,IKBKG
IKBKG,AKT3
AKT3,PHF20
AKT3,PHLPP1
AKT3,AKT1S1
AKT3,MAPK14
MAPK14,AKT3
AKT3,DENND1B
AKT3,GNGT2
AKT3,GSK3A
AKT3,GNG8
AKT3,MAPKAP1
AKT3,PPP2CB
AKT3,LYN
AKT3,RAF1
AKT3,FOXO1
FOXO1,AKT3
AKT3,GNG4
AKT3,PFKFB2
AKT3,CD86
AKT3,CRTC2
AKT3,MTCP1
AKT3,MAP2K4
AKT3,CDKN1B
AKT3,ILK
AKT3,PPP2R1B
AKT3,LCK
AKT3,CHUK
AKT3,TCL1A
AKT3,CDC37
AKT3,PIK3R6
AKT3,PPP2R5A
AKT3,MAP3K5
AKT3,MAPK1
MAPK1,AKT3
AKT3,PIK3R3
AKT3,GNG3
AKT3,HSP90B1
AKT3,FOXO6
FOXO6,AKT3
AKT3,CBFB
CBFB,AKT3
AKT3,BCL2
AKT3,MAP3K14
AKT3,TP53
TP53,AKT3
AKT3,CREB1
CREB1,AKT3
AKT3,PHLPP2
AKT3,PTEN
PTEN,AKT3
AKT3,MEAF6
AKT3,PIK3R5
AKT3,PRKCZ
AKT3,CD28
AKT3,MKRN1
AKT3,PIK3CG
AKT3,CDKN1A
CDKN1A,AKT3
AKT3,TBC1D7
AKT3,HSP90AA1
AKT3,KAT6A
KAT6A,AKT3
AKT3,HSP90AB1
AKT3,RPS6KB2
AKT3,GNB3
AKT3,USP8
AKT3,CASP3
AKT3,GNB5
AKT3,PPP2R5D
AKT3,TCL1B
AKT3,NKX3-1
NKX3-1,AKT3
AKT3,CD80
AKT3,FOXO3
FOXO3,AKT3
AKT3,GNG12
AKT3,PPP2CA
AKT3,MTOR
AKT3,GNGT1
AKT3,MAPK11
MAPK11,AKT3
AKT3,PPP2R5C
AKT3,BAD
AKT3,RICTOR
AKT3,AKT1
AKT1,AKT3
AKT3,NOS1
AKT3,GNG13
AKT3,MDM2
MDM2,AKT3
AKT3,PPP2R1A
AKT3,IKBKB
IKBKB,AKT3
AKT3,TSC2
AKT3,GNG2
AKT3,AKT2
AKT2,AKT3
AKT3,PIK3CD
AKT3,NR4A1
NR4A1,AKT3
AKT3,MAPK3
MAPK3,AKT3
AKT3,PPP2R5B
AKT3,PDE3B
AKT3,GNB1
AKT3,PIK3R2
AKT3,FYN
AKT3,MAP3K8
AKT3,GNG10
AKT3,BRPF3
AKT3,BRD1
BRD1,AKT3
AKT3,PML
PML,AKT3
AKT3,YES1
AKT3,FOXO4
FOXO4,AKT3
AKT3,PIK3R1
TBX21,IL7
IL2,IL7
FOXP3,IL7
TNF,IL7
IFNG,IL7
IL4,IL7
EBF1,IL7
GATA3,IL7
STAT5A,IL7
STAT5B,IL7
IL6,IL7
POLR1A,ITPA
POLR1A,H2AFB1
POLR1A,POLR2C
POLR2C,POLR1A
POLR1A,TAF1C
TAF1C,POLR1A
POLR1A,POLR1B
POLR1B,POLR1A
POLR1A,DDX10
POLR1A,RPS3
POLR1A,WDR36
POLR1A,ZNRD1
ZNRD1,POLR1A
POLR1A,HIST2H2BE
HIST2H2BE,POLR1A
POLR1A,WDR12
POLR1A,TRUB1
POLR1A,RSL24D1
POLR1A,DCAF13
POLR1A,H2BFS
POLR1A,CIRH1A
POLR1A,DDX27
POLR1A,WDR75
POLR1A,GSK3B
POLR1A,GTF2H4
GTF2H4,POLR1A
POLR1A,IPO8
POLR1A,RRN3
POLR1A,H2AFZ
POLR1A,HIST1H2BJ
HIST1H2BJ,POLR1A
POLR1A,RSL1D1
POLR1A,WDR3
POLR1A,NOC2L
POLR1A,RPF2
POLR1A,EPRS
POLR1A,TTC27
POLR1A,IPO4
POLR1A,EBNA1BP2
POLR1A,NIFK
POLR1A,MPHOSPH10
POLR1A,ERCC2
ERCC2,POLR1A
POLR1A,NOP56
POLR1A,PWP2
POLR1A,POLR1E
POLR1E,POLR1A
POLR1A,NHP2
POLR1A,KIAA0020
POLR1A,TFB2M
POLR1A,CDK7
POLR1A,POLR3H
POLR3H,POLR1A
POLR1A,POLR3F
POLR3F,POLR1A
POLR1A,DDX54
DDX54,POLR1A
POLR1A,FBL
POLR1A,GNL3
POLR1A,BOP1
POLR1A,DHX37
POLR1A,TRMT6
POLR1A,UTP3
POLR1A,POLR2H
POLR2H,POLR1A
POLR1A,DIEXF
POLR1A,MRTO4
POLR1A,TAF1B
TAF1B,POLR1A
POLR1A,GLTSCR2
POLR1A,NOL6
POLR1A,NOC3L
POLR1A,HIST1H2AJ
POLR1A,IPO7
POLR1A,UTP14A
POLR1A,NOLC1
POLR1A,DIMT1
POLR1A,POLR2E
POLR2E,POLR1A
POLR1A,FTSJ3
POLR1A,DDX24
POLR1A,CD3EAP
POLR1A,POLR3B
POLR1A,BMS1
POLR1A,POLR3C
POLR3C,POLR1A
POLR1A,LARS
POLR1A,RBM19
POLR1A,POLR2B
POLR2B,POLR1A
POLR1A,CTPS2
POLR1A,RRP9
POLR1A,PWP1
PWP1,POLR1A
POLR1A,UTP18
POLR1A,UTP20
POLR1A,PKM
POLR1A,GTF2H5
POLR1A,NOC4L
POLR1A,HIST1H2BL
POLR1A,SDAD1
POLR1A,DDX17
POLR1A,BRIX1
POLR1A,POLR1D
POLR1D,POLR1A
POLR1A,DHX15
POLR1A,MYBBP1A
MYBBP1A,POLR1A
POLR1A,RPS5
POLR1A,NVL
POLR1A,POLR3D
POLR3D,POLR1A
POLR1A,UBTF
UBTF,POLR1A
POLR1A,TBL3
POLR1A,UTP15
POLR1A,DDX5
DDX5,POLR1A
POLR1A,TAF1A
TAF1A,POLR1A
POLR1A,HIST1H2AC
POLR1A,UXT
POLR1A,POLR2G
POLR2G,POLR1A
POLR1A,WDR46
POLR1A,UTP6
POLR1A,ENTPD3
POLR1A,PA2G4
PA2G4,POLR1A
POLR1A,PNO1
POLR1A,HIST1H2BD
HIST1H2BD,POLR1A
POLR1A,ETF1
POLR1A,H2AFX
POLR1A,BYSL
POLR1A,URB1
POLR1A,HIST1H2AD
POLR1A,HIST1H2BM
POLR1A,CTPS1
POLR1A,RRS1
POLR1A,RPL11
POLR1A,GNL3L
POLR1A,DEK
DEK,POLR1A
POLR1A,TBP
TBP,POLR1A
POLR1A,HIST1H2BN
HIST1H2BN,POLR1A
POLR1A,HIST2H2AC
POLR1A,SKIV2L2
POLR1A,POLR2L
POLR2L,POLR1A
POLR1A,PDCD11
PDCD11,POLR1A
POLR1A,KCTD19
POLR1A,H2AFJ
POLR1A,POLR2D
POLR2D,POLR1A
POLR1A,SF3B1
POLR1A,HIST1H2BH
POLR1A,TWISTNB
POLR1A,GTF2H2
GTF2H2,POLR1A
POLR1A,TSR1
POLR1A,KRI1
POLR1A,DDX31
POLR1A,SMARCA5
SMARCA5,POLR1A
POLR1A,CCNH
POLR1A,ENTPD8
POLR1A,AATF
AATF,POLR1A
POLR1A,TARBP1
POLR1A,NOP9
POLR1A,ACTB
POLR1A,DDX21
POLR1A,TAF1D
POLR1A,UTP14C
POLR1A,NIP7
POLR1A,MDN1
POLR1A,HEATR1
POLR1A,GTPBP4
POLR1A,HIST1H2BK
POLR1A,DKC1
POLR1A,NOP58
POLR1A,NSUN6
POLR1A,DDX55
POLR1A,RRP12
POLR1A,DDX51
POLR1A,PKLR
POLR1A,GTF2H1
GTF2H1,POLR1A
POLR1A,EIF4G1
POLR1A,EP300
EP300,POLR1A
POLR1A,RBM28
POLR1A,DDX56
POLR1A,POLR3A
POLR3A,POLR1A
POLR1A,NME7
POLR1A,POLI
POLR1A,HIST1H2BA
POLR1A,POLR2F
POLR2F,POLR1A
POLR1A,POLR2K
POLR2K,POLR1A
POLR1A,NOP14
POLR1A,ESF1
POLR1A,GTF2H3
GTF2H3,POLR1A
POLR1A,HIST1H2BO
POLR1A,PNPT1
POLR1A,BAZ1B
BAZ1B,POLR1A
POLR1A,KAT2A
POLR1A,WDR43
POLR1A,H2AFV
POLR1A,PES1
POLR1A,AK9
POLR1A,IKBKAP
POLR1A,NAT10
POLR1A,FKBP15
POLR1A,ERCC3
ERCC3,POLR1A
POLR1A,POLR1C
POLR1C,POLR1A
POLR1A,NMD3
POLR1A,PTRF
PTRF,POLR1A
POLR1A,FBLL1
POLR1A,KAT2B
KAT2B,POLR1A
POLR1A,DDX18
POLR1A,EIF4G3
POLR1A,NOL10
POLR1A,HIST1H2BB
HIST1H2BB,POLR1A
POLR1A,GAR1
POLR1A,MNAT1
POLR1A,NOP2
POLR1A,GRWD1
POLR1A,CEBPZ
CEBPZ,POLR1A
POLR1A,NSUN2
POLR1A,TTF1
POLR1A,GMPS
POLR1A,RPS15
POLR1A,RPS11
EGFR,VAMP8
DAB2,VAMP8
BIN1,VAMP8
EGF,VAMP8
PIR,CAPG
MIF,CAPG
CDC5L,CAPG
TNF,MAP4K3
IL2,STAM2
DAB2,STAM2
TSG101,STAM2
BIN1,STAM2
EGFR,STAM2
EGF,STAM2
AKT1,GRB14
AKT2,GRB14
ESR1,STRN
AKT1,STRN
ETV6,CHIC2
MAPK12,KDR
SRC,KDR
TNF,KDR
NANOG,KDR
PDGFB,KDR
SOS1,KDR
MAPK13,KDR
PDGFD,KDR
LMO2,KDR
MAPK14,KDR
CTNNB1,KDR
TP53,KDR
PTEN,KDR
NKX2-5,KDR
TAL1,KDR
EGF,KDR
SOX17,KDR
MAPK11,KDR
PDGFA,KDR
STAT3,KDR
GABPB1,KDR
ARHGAP35,KDR
GATA2,KDR
RNF4,LNX1
ASB9,LNX1
WWP1,LNX1
ASB6,LNX1
TCEB1,LNX1
VHL,LNX1
TCEB2,LNX1
ZBTB16,LNX1
TRIM21,LNX1
ASB4,LNX1
FBXO7,LNX1
RNF14,LNX1
UBE2K,LNX1
RNF19A,LNX1
ASB8,LNX1
RLIM,LNX1
TRIM32,LNX1
SMURF2,LNX1
RBCK1,LNX1
SNW1,LNX1
BCL6,TNFRSF8
IL4,TNFRSF8
PAX5,TNFRSF8
FMR1,PKP1
JUP,PKP1
GTF3C3,POLR3D
POLR3D,GTF3C3
GTF3C3,POLR3K
GTF3C3,NR3C1
NR3C1,GTF3C3
GTF3C3,BRF1
BRF1,GTF3C3
GTF3C3,POLR3G
GTF3C3,GTF3C5
GTF3C5,GTF3C3
GTF3C3,TBP
TBP,GTF3C3
GTF3C3,BDP1
BDP1,GTF3C3
GTF3C3,POLR2L
POLR2L,GTF3C3
GTF3C3,SYMPK
GTF3C3,GTF3C1
GTF3C1,GTF3C3
GTF3C3,POLR3H
POLR3H,GTF3C3
GTF3C3,POLR3F
POLR3F,GTF3C3
GTF3C3,GTF3C6
GTF3C3,CPSF2
GTF3C3,CRCP
GTF3C3,POLR2H
POLR2H,GTF3C3
GTF3C3,GTF3C4
GTF3C4,GTF3C3
GTF3C3,DIRC1
GTF3C3,CPSF1
GTF3C3,POLR3A
POLR3A,GTF3C3
GTF3C3,POLR2F
POLR2F,GTF3C3
GTF3C3,POLR2E
POLR2E,GTF3C3
GTF3C3,POLR2K
POLR2K,GTF3C3
GTF3C3,POLR3B
GTF3C3,GTF3C2
GTF3C2,GTF3C3
GTF3C3,POLR3C
POLR3C,GTF3C3
GTF3C3,GTF3A
GTF3A,GTF3C3
GTF3C3,POLR1C
POLR1C,GTF3C3
GTF3C3,POLR3E
POLR3E,GTF3C3
GTF3C3,POLR3GL
GTF3C3,BRD7
BRD7,GTF3C3
GTF3C3,BRF2
GTF3C3,POLR1D
POLR1D,GTF3C3
PTEN,USP13
CDKN2A,PIK3CA
NR3C1,PIK3CA
SRC,PIK3CA
TRAF6,PIK3CA
EGFR,PIK3CA
IL1B,PIK3CA
NFKBIA,PIK3CA
SP1,PIK3CA
PDGFB,PIK3CA
SOS1,PIK3CA
IFNG,PIK3CA
ESR1,PIK3CA
JUP,PIK3CA
ARID1A,PIK3CA
CTNNB1,PIK3CA
MYC,PIK3CA
BCL6,PIK3CA
AKT3,PIK3CA
IL2,PIK3CA
THRA,PIK3CA
TP53,PIK3CA
CREB1,PIK3CA
PTEN,PIK3CA
NFKB1,PIK3CA
F2,PIK3CA
GNRH1,PIK3CA
CUX1,PIK3CA
ZMYM2,PIK3CA
EGF,PIK3CA
IL4,PIK3CA
FOXO3,PIK3CA
PDGFA,PIK3CA
ESR2,PIK3CA
AKT1,PIK3CA
STAT3,PIK3CA
AKT2,PIK3CA
PGR,PIK3CA
RELA,PIK3CA
AR,PIK3CA
THRB,PIK3CA
TRIM24,PIK3CA
LRRFIP1,PIK3CA
BCR,PIK3CA
TAF12,GTF2F1
GTF2F1,TAF12
TAF12,POLR2C
POLR2C,TAF12
TAF12,CCDC101
TAF12,POLR2G
POLR2G,TAF12
TAF12,TRRAP
TRRAP,TAF12
TAF12,SUPT20H
TAF12,TAF5L
TAF12,TADA3
TADA3,TAF12
TAF12,TADA2A
TADA2A,TAF12
TAF12,WDR78
TAF12,ATXN7
TAF12,ENY2
TAF12,POLR2J
POLR2J,TAF12
TAF12,TP53
TP53,TAF12
TAF12,GTF2E2
GTF2E2,TAF12
TAF12,TAF8
TAF12,TBPL2
TAF12,TBP
TBP,TAF12
TAF12,TAF5
TAF5,TAF12
TAF12,GTF2H4
GTF2H4,TAF12
TAF12,SUPT3H
SUPT3H,TAF12
TAF12,SAP130
TAF12,ATXN7L1
TAF12,MLLT3
MLLT3,TAF12
TAF12,POLR2L
POLR2L,TAF12
TAF12,POLR2D
POLR2D,TAF12
TAF12,TAF9B
TAF9B,TAF12
TAF12,MLLT1
MLLT1,TAF12
TAF12,TAF1
TAF1,TAF12
TAF12,GTF2H2
GTF2H2,TAF12
TAF12,ERCC2
ERCC2,TAF12
TAF12,TAF1L
TAF1L,TAF12
TAF12,TAF6
TAF6,TAF12
TAF12,CCNH
TAF12,ATXN7L3
TAF12,CDK7
TAF12,TAF9
TAF9,TAF12
TAF12,TAF4B
TAF4B,TAF12
TAF12,TADA2B
TAF12,YEATS2
TAF12,GTF2F2
GTF2F2,TAF12
TAF12,GTF2A1
GTF2A1,TAF12
TAF12,POLR2H
POLR2H,TAF12
TAF12,YEATS4
YEATS4,TAF12
TAF12,GTF2H1
GTF2H1,TAF12
TAF12,POLR2I
POLR2I,TAF12
TAF12,TAF3
TAF12,TAF2
TAF12,TAF7L
TAF12,TAF15
TAF15,TAF12
TAF12,GTF2A2
GTF2A2,TAF12
TAF12,POLR2F
POLR2F,TAF12
TAF12,TAF11
TAF11,TAF12
TAF12,POLR2E
POLR2E,TAF12
