Gene1,Gene2
ELF1,DLG1
ELF1,ADI1
ELF1,MRPL19
ELF1,BCAS2
ELF1,H6PD
ELF1,VDAC2
ELF1,ZNF501
ELF1,TSKU
ELF1,TYK2
ELF1,UBL3
ELF1,CRK
ELF1,TMEM189-UBE2V1
ELF1,TMEM189
ELF1,TNRC6A
ELF1,DGKE
ELF1,C17orf67
ELF1,NOP9
ELF1,DHRS1
ELF1,GINS4
ELF1,SNX25
ELF1,LOC730098
ELF1,CFAP97
ELF1,CBWD3
ELF1,SBNO1
ELF1,CEP128
ELF1,OLA1
ELF1,GTF2H4
ELF1,INTS2
ELF1,DNMBP
ELF1,ORAI3
ELF1,POLD3
ELF1,ZNF300
ELF1,HSH2D
ELF1,MYL5
ELF1,PHF19
ELF1,CXorf40A
ELF1,SUCO
ELF1,AP1AR
ELF1,LGALS8
ELF1,DCBLD1
ELF1,SGK3
ELF1,RHOQ
ELF1,ATP6V1E2
ELF1,IFT88
ELF1,ST20-MTHFS
ELF1,ST20
ELF1,CFDP1
ELF1,IPO11
ELF1,ALKBH7
ELF1,RCBTB1
ELF1,SLC35D2
ELF1,MYLK4
ELF1,CREG1
ELF1,STMN3
ELF1,AKAP1
ELF1,SMYD2
ELF1,PCDH9
ELF1,RNASET2
ELF1,COX6C
ELF1,RUVBL2
ELF1,GYS1
ELF1,TSEN15
ELF1,CYLD
ELF1,DCTPP1
ELF1,STXBP3
ELF1,MAPK1
ELF1,CCNA2
ELF1,MVD
ELF1,C20orf194
ELF1,FAM241B
ELF1,HNRNPH2
ELF1,GLA
ELF1,GATAD2B
ELF1,TTLL11
ELF1,C8orf48
ELF1,VPS26A
ELF1,ERMP1
ELF1,WAPL
ELF1,TTC8
ELF1,JUN
ELF1,CDK18
ELF1,TXNRD2
ELF1,PER2
ELF1,SRM
ELF1,SMIM30
ELF1,NDUFV2
ELF1,ZNF345
ELF1,CAPRIN1
ELF1,RPL39
ELF1,E4F1
ELF1,RAD23B
ELF1,EIF3B
ELF1,ATP8B3
ELF1,SLC39A1
ELF1,E2F2
ELF1,NOMO2
ELF1,SRSF8
ELF1,DNAL4
ELF1,PUS10
ELF1,PEX13
ELF1,SNORC
ELF1,NEU1
ELF1,LSM6
ELF1,NEMF
ELF1,LOC112694756
ELF1,CCDC24
ELF1,ERO1B
ELF1,CST3
ELF1,TMEM80
ELF1,THEM6
ELF1,DEAF1
ELF1,CLUAP1
ELF1,CYP46A1
ELF1,SCLT1
ELF1,PAK2
ELF1,PRAME
ELF1,CASP4
ELF1,HSBP1L1
ELF1,SVIP
ELF1,STAG1
ELF1,GRAMD1C
ELF1,RLIM
ELF1,C1orf159
ELF1,CXorf40B
ELF1,RPL13
ELF1,PINX1
ELF1,U2AF1L4
ELF1,PSENEN
ELF1,SSBP2
ELF1,KLHDC10
ELF1,PARP11
ELF1,GEMIN6
ELF1,ARG2
ELF1,SYT5
ELF1,RTN4
ELF1,MFAP3L
ELF1,ACVR2A
ELF1,THUMPD1
ELF1,B4GALT1
ELF1,PTER
ELF1,CENPS-CORT
ELF1,CENPS
ELF1,NOD1
ELF1,CREBL2
ELF1,VCP
ELF1,ARL6IP4
ELF1,SMARCD3
ELF1,PAH
ELF1,HSPB1
ELF1,CDK12
ELF1,THYN1
ELF1,CCPG1
ELF1,C15orf65
ELF1,ACAD8
ELF1,VWA8
ELF1,USP46
ELF1,CRYZL2P-SEC16B
ELF1,ARRDC1
ELF1,CMPK1
ELF1,RHOBTB2
ELF1,CSTF2T
ELF1,SDCBP2
ELF1,MCRIP1
ELF1,CSRP1
ELF1,HERC3
ELF1,DBNDD2
ELF1,ZNF285
ELF1,COX5A
ELF1,FAM3C
ELF1,LMBR1L
ELF1,SH3GL1
ELF1,MYH9
ELF1,PROX1
ELF1,SLC16A3
ELF1,MAX
ELF1,TMTC4
ELF1,ZNF316
ELF1,PCCA
ELF1,PRKRIP1
ELF1,NEURL2
ELF1,BAZ1A
ELF1,KAT6A
ELF1,KAZALD1
ELF1,NOMO3
ELF1,LY6G5C
ELF1,MGST2
ELF1,PEX5
ELF1,MEST
ELF1,TAS1R1
ELF1,PLPP5
ELF1,NOL9
ELF1,KAT8
ELF1,CABIN1
ELF1,SCAF8
ELF1,VARS2
ELF1,PFKFB3
ELF1,POLR3GL
ELF1,DNAJC22
ELF1,ANKRD34A
ELF1,NAGPA
ELF1,KANSL1
ELF1,ASCL5
ELF1,ZNF580
ELF1,NDUFA12
ELF1,NPRL3
ELF1,MTRNR2L9
ELF1,TFDP1
ELF1,RPAP3
ELF1,RBM26
ELF1,TKFC
ELF1,DDB1
ELF1,CNIH4
ELF1,SYVN1
ELF1,C11orf65
ELF1,NDUFA3
ELF1,NCOR1
ELF1,HMGA1
ELF1,OCEL1
ELF1,ENTPD4
ELF1,MRTO4
ELF1,EMC1
ELF1,HEXIM2
ELF1,TIMM9
ELF1,KIAA0586
ELF1,ZNF334
ELF1,TMEM126B
ELF1,FAM111A
ELF1,DLG2
ELF1,WASHC1
ELF1,RAB43
ELF1,TNKS2
ELF1,LATS2
ELF1,ACADS
ELF1,CFL1
ELF1,NOMO1
ELF1,RPRD1A
ELF1,PDGFB
ELF1,NQO1
ELF1,MAGEH1
ELF1,JADE2
ELF1,GLRX3
ELF1,DIXDC1
ELF1,C8orf33
ELF1,FAM98B
ELF1,SUPT7L
ELF1,SLC4A1AP
ELF1,PRKCI
ELF1,VGLL4
ELF1,PKD1
ELF1,CLCN7
ELF1,OXSR1
ELF1,EPG5
ELF1,BBS1
ELF1,EIF2B3
ELF1,PABPC1L
ELF1,SGO1
ELF1,RAPGEF2
ELF1,RPL7
ELF1,RDH10
ELF1,PPFIBP2
ELF1,MIOS
ELF1,NEMP1
ELF1,ZNF862
ELF1,G3BP1
ELF1,E2F6
ELF1,ZFAND1
ELF1,ADIPOR1
ELF1,PICALM
ELF1,CYSTM1
ELF1,IFRD1
ELF1,LDB1
ELF1,OSCAR
ELF1,TOE1
ELF1,MUTYH
ELF1,UPRT
ELF1,ABCB7
ELF1,MR1
ELF1,SELENOW
ELF1,HIST1H2BK
ELF1,HIST1H2AH
ELF1,GPAT4
ELF1,CREB3L4
ELF1,RACK1
ELF1,GOLGA4
ELF1,ZNF799
ELF1,SMAD5
ELF1,DCTN2
ELF1,YEATS2
ELF1,DZANK1
ELF1,RAB33B
ELF1,PARP1
ELF1,MAD2L1
ELF1,ABCC5
ELF1,RPUSD4
ELF1,FAM118B
ELF1,PTPN9
ELF1,SPATA17
ELF1,POC1B-GALNT4
ELF1,POC1B
ELF1,GPATCH2
ELF1,HDAC8
ELF1,GNL2
ELF1,TCP11L1
ELF1,P4HA1
ELF1,C2orf74
ELF1,OTUD4
ELF1,PLCL1
ELF1,PNKP
ELF1,HIST4H4
ELF1,UBIAD1
ELF1,METTL15
ELF1,KIF18A
ELF1,ICAM1
ELF1,SCRN2
ELF1,FBXL17
ELF1,MRPS15
ELF1,MAP4
ELF1,WDR26
ELF1,CNIH3
ELF1,SEC16A
ELF1,C9orf163
ELF1,HSPBAP1
ELF1,ALG13
ELF1,C6orf203
ELF1,SMC2
ELF1,PHKA2
ELF1,MARCH8
ELF1,FAM193A
ELF1,EPM2A
ELF1,BMP2K
ELF1,MCUR1
ELF1,NR2C2
ELF1,KDM6A
ELF1,LETM2
ELF1,KCTD11
ELF1,CCDC57
ELF1,RFK
ELF1,B3GNTL1
ELF1,CCDC38
ELF1,AMDHD1
ELF1,CHCHD3
ELF1,SIPA1
ELF1,TRIM23
ELF1,TRAPPC13
ELF1,SHLD3
ELF1,EZH2
ELF1,FAM120C
ELF1,CHCHD6
ELF1,NEK5
ELF1,STIP1
ELF1,CLOCK
ELF1,LINC02210-CRHR1
ELF1,EIF4A3
ELF1,ADA
ELF1,RHOF
ELF1,ARHGAP19
ELF1,ARMC6
ELF1,SESN1
ELF1,PHC1
ELF1,SOX4
ELF1,EIF3A
ELF1,DOCK8
ELF1,C9orf66
ELF1,ZBTB40
ELF1,TMEM201
ELF1,RMDN3
ELF1,ZNF233
ELF1,SLC7A6
ELF1,SCAP
ELF1,LMNB1
ELF1,CCDC39
ELF1,CABP1
ELF1,ISOC2
ELF1,HDAC4
ELF1,CCDC88A
ELF1,AMN
ELF1,MNAT1
ELF1,CPNE8
ELF1,CCDC171
ELF1,RAP1B
ELF1,EFEMP2
ELF1,DNAJB1
ELF1,CLDND1
ELF1,CHD7
ELF1,DGAT1
ELF1,ABCA3
ELF1,MTHFD1L
ELF1,GADD45B
ELF1,TRIM52
ELF1,ARAF
ELF1,STT3A
ELF1,ARHGAP11A
ELF1,NUP133
ELF1,LONRF1
ELF1,NME6
ELF1,FAAP20
ELF1,CNOT2
ELF1,TCERG1
ELF1,UBA5
ELF1,NRDC
ELF1,ACAD11
ELF1,ASPH
ELF1,DOK4
ELF1,YAE1
ELF1,MAPKBP1
ELF1,SH3TC1
ELF1,NCOA7
ELF1,PEX19
ELF1,HDGFL2
ELF1,IQCG
ELF1,RBBP7
ELF1,SH3BP2
ELF1,TIMP1
ELF1,DCTD
ELF1,FAM118A
ELF1,ZNF136
ELF1,GLRX5
ELF1,TMEM44
ELF1,RNF145
ELF1,HES6
ELF1,GNE
ELF1,FUNDC1
ELF1,PDP1
ELF1,EI24
ELF1,REPIN1
ELF1,PIGS
ELF1,RHBDF2
ELF1,PNISR
ELF1,RPS28
ELF1,CLCN3
ELF1,ACOT7
ELF1,ADK
ELF1,UBAC2
ELF1,SDHC
ELF1,POFUT1
ELF1,PLAGL2
ELF1,FLYWCH1
ELF1,ENTPD7
ELF1,WIZ
ELF1,OTUD6B
ELF1,ITSN2
ELF1,HMGCR
ELF1,MSL3
ELF1,DUSP18
ELF1,RINL
ELF1,UBAC1
ELF1,SLC16A13
ELF1,SGMS1
ELF1,SNX7
ELF1,SERPINH1
ELF1,GIT1
ELF1,ZBTB11
ELF1,NDUFB3
ELF1,NDUFA9
ELF1,FAM126B
ELF1,AKAP3
ELF1,TMEM50A
ELF1,DNAJC11
ELF1,COMMD7
ELF1,ATP5F1D
ELF1,FAM72A
ELF1,TUBA1B
ELF1,IL18R1
ELF1,ZNF441
ELF1,SEC24B
ELF1,RIMBP3
ELF1,PPP2R5C
ELF1,MDC1
ELF1,SIPA1L1
ELF1,SAXO2
ELF1,EFL1
ELF1,SMC1A
ELF1,RIBC1
ELF1,SNRNP48
ELF1,RNF139
ELF1,PPM1H
ELF1,MTX1
ELF1,OGT
ELF1,SMIM6
ELF1,ZNF341
ELF1,TMEM216
ELF1,PIH1D2
ELF1,RAPGEF3
ELF1,PSMB2
ELF1,CDC20
ELF1,SHPK
ELF1,RIC1
ELF1,CTNS
ELF1,XPNPEP1
ELF1,TBCD
ELF1,NIPSNAP1
ELF1,THAP7
ELF1,IFI30
ELF1,TESK2
ELF1,SLAIN2
ELF1,KEAP1
ELF1,HIST1H4K
ELF1,SFPQ
ELF1,STARD3NL
ELF1,CCDC93
ELF1,TRIR
ELF1,RBM15
ELF1,PBRM1
ELF1,GNL3
ELF1,CASTOR1
ELF1,ZNF768
ELF1,TLE6
ELF1,EIF1
ELF1,PSMC6
ELF1,HECTD3
ELF1,POLM
ELF1,ZNF746
ELF1,PRKD2
ELF1,MAMSTR
ELF1,DCAF12
ELF1,EFR3A
ELF1,CPPED1
ELF1,ZNF32
ELF1,ATP6AP2
ELF1,RLF
ELF1,LITAF
ELF1,KLHL36
ELF1,C20orf96
ELF1,ZNF257
ELF1,KIAA0355
ELF1,THOC6
ELF1,HCFC1R1
ELF1,AFF4
ELF1,DENND6A
ELF1,SETD2
ELF1,CDC42BPG
ELF1,AKAP8
ELF1,CTDSPL2
ELF1,RAD9A
ELF1,RPLP1
ELF1,DECR1
ELF1,N4BP1
ELF1,DERA
ELF1,PPWD1
ELF1,CENPK
ELF1,TSTD3
ELF1,TERF1
ELF1,THRAP3
ELF1,TMEM136
ELF1,RPL35A
ELF1,OSBPL9
ELF1,ZC3HAV1
ELF1,TFPI
ELF1,CDK8
ELF1,MXD1
ELF1,HAUS5
ELF1,COPS3
ELF1,LIMK1
ELF1,SEMA6A
ELF1,TIMM50
ELF1,TMEM143
ELF1,POLR3G
ELF1,MBLAC2
ELF1,GABARAPL2
ELF1,CBX5
ELF1,TTC7A
ELF1,RBPJ
ELF1,PSMG1
ELF1,MCFD2
ELF1,GM2A
ELF1,FBXL18
ELF1,TMEM185A
ELF1,METAP1
ELF1,CCDC18
ELF1,MAP2K7
ELF1,USP10
ELF1,SSBP4
ELF1,TRIM37
ELF1,TBC1D30
ELF1,SAP30
ELF1,PTP4A2
ELF1,ERF
ELF1,RPS2
ELF1,MROH1
ELF1,HDAC7
ELF1,PACRGL
ELF1,DNAJC30
ELF1,DNAH14
ELF1,BUD23
ELF1,RPRD2
ELF1,ABHD2
ELF1,MIB1
ELF1,ZBTB5
ELF1,REX1BD
ELF1,GANAB
ELF1,NLRX1
ELF1,DIAPH3
ELF1,CARD8
ELF1,RIF1
ELF1,CEP97
ELF1,RELT
ELF1,FNBP4
ELF1,XRN1
ELF1,ZFYVE9
ELF1,GTPBP3
ELF1,ANKRD40CL
ELF1,TTC33
ELF1,ATP5MF-PTCD1
ELF1,ATP5MF
ELF1,DDX10
ELF1,TELO2
ELF1,ERLIN1
ELF1,LOC101928764
ELF1,LLGL2
ELF1,EXD1
ELF1,CHP1
ELF1,CDC73
ELF1,STN1
ELF1,PITPNB
ELF1,SMAD4
ELF1,FAN1
ELF1,LAPTM4A
ELF1,CEBPD
ELF1,VAPA
ELF1,RRP7A
ELF1,MEX3C
ELF1,DVL3
ELF1,TIMM21
ELF1,RAP2C
ELF1,FBXO15
ELF1,TIMM8A
ELF1,PHF1
ELF1,BCKDK
ELF1,POGK
ELF1,RBKS
ELF1,BABAM2
ELF1,PRIMPOL
ELF1,PLXNB1
ELF1,CASP3
ELF1,ZNF281
ELF1,PAPOLA
ELF1,PCGF3
ELF1,PIM2
ELF1,ARHGAP42
ELF1,IFRD2
ELF1,FUNDC2
ELF1,TYMSOS
ELF1,TYMS
ELF1,FANK1
ELF1,DPCD
ELF1,ATP11A
ELF1,C1RL
ELF1,ATP7B
ELF1,DLG4
ELF1,B3GNT2
ELF1,NSMCE4A
ELF1,NEK8
ELF1,ACTL6A
ELF1,ST3GAL2
ELF1,FAM160A2
ELF1,EML4
ELF1,LYPLA1
ELF1,CBL
ELF1,YTHDC1
ELF1,SYNGR4
ELF1,ARF1
ELF1,ZNRD1
ELF1,CA13
ELF1,NMD3
ELF1,HIST1H1E
ELF1,SEZ6L2
ELF1,MCCC2
ELF1,ADNP
ELF1,SREK1IP1
ELF1,CWC27
ELF1,REV3L
ELF1,IDH1
ELF1,ACADM
ELF1,UBE2G2
ELF1,PHF21A
ELF1,ACOT6
ELF1,GMCL1
ELF1,ASCC3
ELF1,RNF213
ELF1,PGM2L1
ELF1,MRPS35
ELF1,ZNF706
ELF1,TRA2B
ELF1,TONSL
ELF1,VASP
ELF1,PKN2
ELF1,PAXIP1
ELF1,KIF16B
ELF1,USP34
ELF1,HNRNPL
ELF1,ZNF443
ELF1,IRF2BPL
ELF1,MGRN1
ELF1,FLOT1
ELF1,TM2D2
ELF1,DHODH
ELF1,PUS3
ELF1,NUFIP2
ELF1,DDX25
ELF1,UBB
ELF1,TOR4A
ELF1,LRP12
ELF1,CTPS1
ELF1,CDC5L
ELF1,WDR41
ELF1,CALM2
ELF1,PDP2
ELF1,ZNF442
ELF1,SFXN5
ELF1,MED20
ELF1,BYSL
ELF1,KDM2A
ELF1,REST
ELF1,DNAJC3
ELF1,FITM2
ELF1,ATAD3B
ELF1,SH3BGRL3
ELF1,RPL41
ELF1,CACNB3
ELF1,GEMIN5
ELF1,YAP1
ELF1,TP53BP1
ELF1,SRSF11
ELF1,LRRC40
ELF1,AIFM1
ELF1,PDS5A
ELF1,PDE11A
ELF1,TFCP2
ELF1,ECT2
ELF1,HMG20A
ELF1,ATAD1
ELF1,NAA50
ELF1,ATP6V1A
ELF1,IFT52
ELF1,CGRRF1
ELF1,YTHDF1
ELF1,SH2D6
ELF1,PIK3R4
ELF1,BICD2
ELF1,PRKAR2A
ELF1,GPR89B
ELF1,EGR1
ELF1,TRAPPC5
ELF1,C11orf1
ELF1,ZFP36
ELF1,SPIN4
ELF1,ZFPM1
ELF1,DHRS13
ELF1,TTC39A
ELF1,TRDMT1
ELF1,SLC38A7
ELF1,LYPLAL1
ELF1,ABHD12
ELF1,NAA10
ELF1,LMBR1
ELF1,OGFR
ELF1,RBBP6
ELF1,IFNGR1
ELF1,ZNF330
ELF1,USP15
ELF1,SCAF1
ELF1,CFAP69
ELF1,ZNF444
ELF1,FKBP14
ELF1,CTBP1
ELF1,UBE2M
ELF1,FBXO48
ELF1,APLF
ELF1,CCDC150
ELF1,NELFA
ELF1,ARSG
ELF1,ZNF782
ELF1,PHC2
ELF1,GORASP1
ELF1,SLC48A1
ELF1,BMP4
ELF1,AFF1
ELF1,MAIP1
ELF1,ZFP41
ELF1,KRAS
ELF1,RPS15A
ELF1,RING1
ELF1,PGBD5
ELF1,SERTAD1
ELF1,PANK4
ELF1,ATRN
ELF1,TTC9
ELF1,PTPRG
ELF1,RBM15B
ELF1,ECHDC2
ELF1,MRM3
ELF1,GLOD4
ELF1,GOT2
ELF1,AKT2
ELF1,KIFAP3
ELF1,CEP57L1
ELF1,ZNF276
ELF1,ZNF121
ELF1,RAB32
ELF1,RNF19A
ELF1,PEAK1
ELF1,PPARGC1B
ELF1,HNRNPA1
ELF1,TMEM106B
ELF1,B3GAT2
ELF1,TCAF1
ELF1,MRPL55
ELF1,CLASP2
ELF1,MYNN
ELF1,SRRM3
ELF1,CEBPZOS
ELF1,SUZ12
ELF1,ZDHHC3
ELF1,NAMPT
ELF1,EXOSC7
ELF1,ZNF589
ELF1,C16orf46
ELF1,UBE2K
ELF1,MYADM
ELF1,DNAL1
ELF1,COMTD1
ELF1,SAE1
ELF1,TMEM82
ELF1,PCYOX1L
ELF1,NT5DC1
ELF1,ALS2
ELF1,GMEB2
ELF1,MCMBP
ELF1,ITLN2
ELF1,CCNG2
ELF1,HPCAL1
ELF1,RBFA
ELF1,PTDSS2
ELF1,TMPO
ELF1,RANBP2
ELF1,PTPRA
ELF1,HNRNPH1
ELF1,GALK1
ELF1,CARD9
ELF1,UBR5
ELF1,PRCP
ELF1,DDIAS
ELF1,ZNF292
ELF1,TVP23C
ELF1,RITA1
ELF1,DDX54
ELF1,NAA38
ELF1,TSPAN4
ELF1,TIPIN
ELF1,TES
ELF1,COA3
ELF1,CNTD1
ELF1,ZNF891
ELF1,ZNF770
ELF1,ZNF10
ELF1,AKAP8L
ELF1,AASDH
ELF1,TTLL5
ELF1,TRIM25
ELF1,ERG28
ELF1,AQP11
ELF1,AP3M1
ELF1,SNX9
ELF1,HIST1H4J
ELF1,FBXO4
ELF1,DENND4A
ELF1,PPP6R3
ELF1,HCCS
ELF1,MRPL41
ELF1,DDRGK1
ELF1,ZDHHC2
ELF1,YWHAQ
ELF1,YY1
ELF1,LGALS3BP
ELF1,TBC1D8B
ELF1,TTC39C
ELF1,TRAF4
ELF1,CUL3
ELF1,HDGF
ELF1,FGFBP3
ELF1,HSPA13
ELF1,SLC26A2
ELF1,HSD17B11
ELF1,PTPN4
ELF1,S100A6
ELF1,TLK1
ELF1,PKD2
ELF1,CYCS
ELF1,ATP8A1
ELF1,WDTC1
ELF1,SMCO4
ELF1,C19orf48
ELF1,CPLX2
ELF1,BRI3BP
ELF1,UQCRQ
ELF1,GDF9
ELF1,TENT5C
ELF1,ZNF749
ELF1,PSD4
ELF1,FAM76A
ELF1,KIAA1958
ELF1,C9orf147
ELF1,SMYD4
ELF1,RPA1
ELF1,ATP23
ELF1,CHKB
ELF1,SPATC1L
ELF1,GPSM3
ELF1,ANKRD12
ELF1,DCXR
ELF1,NINJ2
ELF1,MAPK14
ELF1,IMPDH2
ELF1,TSHZ1
ELF1,HACE1
ELF1,EIF4ENIF1
ELF1,ZNF275
ELF1,OSER1
ELF1,CDK1
ELF1,BAG2
ELF1,IRF1
ELF1,MZT2A
ELF1,GOLIM4
ELF1,FLOT2
ELF1,CCAR1
ELF1,TWISTNB
ELF1,PCNA
ELF1,DISC1
ELF1,NAA30
ELF1,P3H4
ELF1,FKBP10
ELF1,XXYLT1
ELF1,TRIB3
ELF1,NACC1
ELF1,IFT46
ELF1,TSEN2
ELF1,R3HDM4
ELF1,PI4K2B
ELF1,MCM10
ELF1,RAP1GAP
ELF1,TTC5
ELF1,HLTF
ELF1,RNF146
ELF1,BOLA3
ELF1,DHRS7
ELF1,RCN2
ELF1,SPRYD4
ELF1,SMAD2
ELF1,HNMT
ELF1,FAM122A
ELF1,KANK1
ELF1,TREX1
ELF1,SNAI3
ELF1,DHCR24
ELF1,TMX4
ELF1,KIF22
ELF1,GGNBP2
ELF1,PAN2
ELF1,FEM1A
ELF1,STK38
ELF1,NR1D2
ELF1,GCH1
ELF1,CCDC107
ELF1,TSNAXIP1
ELF1,RANBP10
ELF1,BTG1
ELF1,BTBD10
ELF1,USP22
ELF1,SYNCRIP
ELF1,ZMAT5
ELF1,UQCR10
ELF1,GPBP1L1
ELF1,FAM133B
ELF1,RPGRIP1L
ELF1,FTO
ELF1,SMC5
ELF1,NELFCD
ELF1,WBP4
ELF1,NTMT1
ELF1,ACBD6
ELF1,WIPI2
ELF1,MPC1
ELF1,CASP9
ELF1,CEPT1
ELF1,VPS13C
ELF1,HLA-C
ELF1,SPECC1
ELF1,PHF3
ELF1,IRF9
ELF1,DPH6
ELF1,LZTS2
ELF1,FERMT1
ELF1,S100A13
ELF1,ZBED4
ELF1,KATNAL2
ELF1,CPVL
ELF1,CHN2
ELF1,ATP5MG
ELF1,VAV2
ELF1,VPS9D1
ELF1,PLXNA2
ELF1,C11orf58
ELF1,SMIM11B
ELF1,SMIM11A
ELF1,COPS4
ELF1,PIAS1
ELF1,TMEM116
ELF1,HERPUD1
ELF1,ERP29
ELF1,VSNL1
ELF1,POLN
ELF1,PDE5A
ELF1,HAUS3
ELF1,GFER
ELF1,FBLIM1
ELF1,LNPEP
ELF1,APLP2
ELF1,ZC3H7A
ELF1,RCC2
ELF1,SNAPC2
ELF1,PDS5B
ELF1,TOMM20L
ELF1,RELL1
ELF1,TRAF2
ELF1,FAH
ELF1,ZNF565
ELF1,ZNF146
ELF1,NRM
ELF1,ABCF2
ELF1,NDUFB10
ELF1,C19orf73
ELF1,HHAT
ELF1,GFOD2
ELF1,TRIP11
ELF1,SCOC
ELF1,LOC388780
ELF1,ATP2A2
ELF1,ATRIP
ELF1,ZBTB14
ELF1,SUSD1
ELF1,PHF13
ELF1,BNIP2
ELF1,ATXN7L2
ELF1,OAZ3
ELF1,MRPL9
ELF1,ALG9
ELF1,MAP2K6
ELF1,LRIG2
ELF1,ZBED8
ELF1,RAB27A
ELF1,PSEN1
ELF1,PAPSS1
ELF1,NLE1
ELF1,KPTN
ELF1,LCOR
ELF1,KRBA2
ELF1,C9orf116
ELF1,SLC16A6
ELF1,TBC1D15
ELF1,PNPLA7
ELF1,FSD1L
ELF1,TSEN34
ELF1,MBOAT7
ELF1,HLA-A
ELF1,UGCG
ELF1,BRWD1
ELF1,AGA
ELF1,E2F3
ELF1,ZNF860
ELF1,OSBPL10
ELF1,YES1
ELF1,TRIM21
ELF1,CHTOP
ELF1,ACACA
ELF1,JOSD1
ELF1,CLPB
ELF1,CHD1
ELF1,TMEM8A
ELF1,BLMH
ELF1,EPS8L2
ELF1,MINK1
ELF1,DUSP11
ELF1,PHLDA1
ELF1,EPC1
ELF1,TRIB1
ELF1,CARMIL1
ELF1,ATP6V0C
ELF1,NXF1
ELF1,CRBN
ELF1,MALT1
ELF1,LOC101927322
ELF1,ANKRD46
ELF1,SPRYD7
ELF1,AVEN
ELF1,SHISA5
ELF1,PPP1CB
ELF1,SENP2
ELF1,HACD2
ELF1,PROS1
ELF1,LASP1
ELF1,ABCB10
ELF1,PGRMC2
ELF1,SNX24
ELF1,PTH2
ELF1,MTBP
ELF1,MRPL13
ELF1,MED27
ELF1,TCTEX1D4
ELF1,BTBD19
ELF1,ZADH2
ELF1,CBWD2
ELF1,PMEL
ELF1,KDELR2
ELF1,CDK2
ELF1,COX7A2L
ELF1,ZNF544
ELF1,HMGCS1
ELF1,CNOT6
ELF1,PARP9
ELF1,DTX3L
ELF1,ABL1
ELF1,MED9
ELF1,CBWD1
ELF1,ASCC1
ELF1,ANAPC16
ELF1,IFI35
ELF1,FBXL14
ELF1,TFAM
ELF1,ITPRIP
ELF1,IPP
ELF1,AVPI1
ELF1,TPGS2
ELF1,GPN3
ELF1,FAM216A
ELF1,PIN4
ELF1,BUB1
ELF1,HIGD1A
ELF1,KNL1
ELF1,DNAJC19
ELF1,RPUSD3
ELF1,HEXB
ELF1,PIAS2
ELF1,PCBD2
ELF1,COIL
ELF1,SPINDOC
ELF1,DDX3X
ELF1,INPP5A
ELF1,BBS5
ELF1,WDR60
ELF1,MNT
ELF1,CCNE1
ELF1,TBC1D31
ELF1,DYM
ELF1,SACS
ELF1,ANAPC1
ELF1,USP14
ELF1,PKN3
ELF1,XRRA1
ELF1,SPCS2
ELF1,RBBP8
ELF1,MICA
ELF1,ODC1
ELF1,SELENOO
ELF1,ZNF391
ELF1,ATF2
ELF1,SPIN2B
ELF1,BTBD8
ELF1,MCU
ELF1,LMBRD1
ELF1,EVI5L
ELF1,TSC1
ELF1,GFI1B
ELF1,ARHGEF2
ELF1,ICE1
ELF1,GPD1L
ELF1,GNS
ELF1,DOP1B
ELF1,ATP5F1B
ELF1,BRD2
ELF1,VANGL1
ELF1,MTPAP
ELF1,PRMT5
ELF1,SETDB2-PHF11
ELF1,SETDB2
ELF1,CAB39L
ELF1,RPS9
ELF1,SERPINB8
ELF1,CENPBD1
ELF1,BUB1B
ELF1,TAZ
ELF1,EEF1AKMT2
ELF1,DNASE1L1
ELF1,LRBA
ELF1,SOS1
ELF1,CHID1
ELF1,BAZ2A
ELF1,ADO
ELF1,QRICH1
ELF1,PBK
ELF1,ZNF574
ELF1,DENND4C
ELF1,SCAMP5
ELF1,SMIM10L1
ELF1,PRH1-TAS2R14
ELF1,ZC3H11A
ELF1,PPP2R3B
ELF1,CYTH2
ELF1,MACROD1
ELF1,FOSL1
ELF1,FBXO21
ELF1,NAF1
ELF1,TRIM13
ELF1,TIFA
ELF1,PDE8A
ELF1,SCYL2
ELF1,DHRS11
ELF1,CYBA
ELF1,MECR
ELF1,WDR33
ELF1,TMED10
ELF1,SPATA1
ELF1,RBM17
ELF1,GNG5
ELF1,FOSL2
ELF1,LYRM7
ELF1,LHFPL5
ELF1,WWC2
ELF1,MAEL
ELF1,ILDR2
ELF1,CIZ1
ELF1,ZNF507
ELF1,GSE1
ELF1,PRPF40A
ELF1,TK2
ELF1,MANSC1
ELF1,GLCCI1
ELF1,DNAJC15
ELF1,KDM7A
ELF1,RAD51AP2
ELF1,GDPD5
ELF1,C2orf69
ELF1,RBM39
ELF1,GMDS
ELF1,ARHGAP18
ELF1,SETD1A
ELF1,PLEC
ELF1,FGF18
ELF1,ZBTB7A
ELF1,YY1AP1
ELF1,DAP3
ELF1,RYK
ELF1,ZNF620
ELF1,SPATA20
ELF1,RCBTB2
ELF1,LTBR
ELF1,HOXA1
ELF1,EIF2S3
ELF1,SH3YL1
ELF1,DICER1
ELF1,ACP1
ELF1,DAD1
ELF1,ASH1L
ELF1,MAPRE2
ELF1,CENPH
ELF1,ATG14
ELF1,ACSL4
ELF1,TAP2
ELF1,JAK2
ELF1,MTAP
ELF1,FBXO27
ELF1,QPRT
ELF1,MICAL1
ELF1,IL11RA
ELF1,SAFB2
ELF1,SAFB
ELF1,UBE4B
ELF1,FKTN
