gnai3	ENSMUSG00000000001
gm9797	ENSMUSG00000045455
slco6b1	ENSMUSG00000045463
2810002d19rik	ENSMUSG00000045464
zfp956	ENSMUSG00000045466
ttll13	ENSMUSG00000045467
hcrt	ENSMUSG00000045471
olfr1368	ENSMUSG00000045474
lce3c	ENSMUSG00000045475
olfr459	ENSMUSG00000045479
trrap	ENSMUSG00000045482
bhlhe23	ENSMUSG00000045493
pcdhb3	ENSMUSG00000045498
hcar2	ENSMUSG00000045502
sys1	ENSMUSG00000045503
a930002h24rik	ENSMUSG00000045506
olfr1367	ENSMUSG00000045508
gpr150	ENSMUSG00000045509
olfr460	ENSMUSG00000045514
pou3f3	ENSMUSG00000045515
onecut3	ENSMUSG00000045518
zfp560	ENSMUSG00000045519
tssk2	ENSMUSG00000045521
olfr891	ENSMUSG00000045528
c1ql1	ENSMUSG00000045532
kcna5	ENSMUSG00000045534
ddx28	ENSMUSG00000045538
sprr3	ENSMUSG00000045539
olfr600	ENSMUSG00000045540
krt14	ENSMUSG00000045545
fpr1	ENSMUSG00000045551
mettl24	ENSMUSG00000045555
olfr827	ENSMUSG00000045559
sprr4	ENSMUSG00000045566
mc2r	ENSMUSG00000045569
penk	ENSMUSG00000045573
vmn1r233	ENSMUSG00000045575
st7l	ENSMUSG00000045576
olfr710	ENSMUSG00000045581
olfr610	ENSMUSG00000045584
bc049730	ENSMUSG00000045587
frrs1l	ENSMUSG00000045589
olig3	ENSMUSG00000045591
glb1	ENSMUSG00000045594
zfp553	ENSMUSG00000045598
dbx2	ENSMUSG00000045608
gm5455	ENSMUSG00000045609
chrm2	ENSMUSG00000045613
odf3l1	ENSMUSG00000045620
esf1	ENSMUSG00000045624
pigz	ENSMUSG00000045625
sh3tc2	ENSMUSG00000045629
tmprss12	ENSMUSG00000045631
mtus1	ENSMUSG00000045636
zfp629	ENSMUSG00000045639
vwc2l	ENSMUSG00000045648
fam216b	ENSMUSG00000045655
pcdhb10	ENSMUSG00000045657
pid1	ENSMUSG00000045658
plekha7	ENSMUSG00000045659
henmt1	ENSMUSG00000045662
cdc42ep2	ENSMUSG00000045664
mfsd5	ENSMUSG00000045665
smtnl2	ENSMUSG00000045667
spred2	ENSMUSG00000045671
col27a1	ENSMUSG00000045672
olfr1489	ENSMUSG00000045678
pqlc3	ENSMUSG00000045679
tcf21	ENSMUSG00000045680
lcn6	ENSMUSG00000045684
pcdhb4	ENSMUSG00000045689
wdr89	ENSMUSG00000045690
thtpa	ENSMUSG00000045691
nlrp4e	ENSMUSG00000045693
gm4997	ENSMUSG00000045694
gm21411	ENSMUSG00000045699
olfr447	ENSMUSG00000045708
smkr-ps	ENSMUSG00000045709
prr15	ENSMUSG00000045725
adrb2	ENSMUSG00000045730
pnoc	ENSMUSG00000045731
sprn	ENSMUSG00000045733
bricd5	ENSMUSG00000045744
b230317f23rik	ENSMUSG00000045746
mms22l	ENSMUSG00000045751
tssc4	ENSMUSG00000045752
zfp764	ENSMUSG00000045757
togaram2	ENSMUSG00000045761
basp1	ENSMUSG00000045763
b230219d22rik	ENSMUSG00000045767
slc16a5	ENSMUSG00000045775
lrtm1	ENSMUSG00000045776
ifitm10	ENSMUSG00000045777
olfr624	ENSMUSG00000045780
ccdc149	ENSMUSG00000045790
olfr578	ENSMUSG00000045792
lkaaear1	ENSMUSG00000045794
whamm	ENSMUSG00000045795
4930402k13rik	ENSMUSG00000045797
gm9800	ENSMUSG00000045799
hsf3	ENSMUSG00000045802
olfr984	ENSMUSG00000045812
gm9801	ENSMUSG00000045813
1700101i19rik	ENSMUSG00000045815
zfp36l2	ENSMUSG00000045817
zswim3	ENSMUSG00000045822
olfr574	ENSMUSG00000045824
ptprcap	ENSMUSG00000045826
serpinb9	ENSMUSG00000045827
hdgfl1	ENSMUSG00000045835
a430105i19rik	ENSMUSG00000045838
tgif2-ps2	ENSMUSG00000045842
lyrm2	ENSMUSG00000045854
cradd	ENSMUSG00000045867
gvin1	ENSMUSG00000045868
slitrk6	ENSMUSG00000045871
adra1a	ENSMUSG00000045875
pcdhb8	ENSMUSG00000045876
4933415a04rik	ENSMUSG00000045877
olfr1461	ENSMUSG00000045883
gm9803	ENSMUSG00000045886
paip2b	ENSMUSG00000045896
npas4	ENSMUSG00000045903
c2cd4c	ENSMUSG00000045912
ccdc42	ENSMUSG00000045915
tmem268	ENSMUSG00000045917
4933440m02rik	ENSMUSG00000045928
gm20715	ENSMUSG00000045929
clec14a	ENSMUSG00000045930
ifit2	ENSMUSG00000045932
mtmr11	ENSMUSG00000045934
bc049762	ENSMUSG00000045942
mrps12	ENSMUSG00000045948
gm5548	ENSMUSG00000045952
cavin2	ENSMUSG00000045954
wnk1	ENSMUSG00000045962
gpr158	ENSMUSG00000045967
teddm2	ENSMUSG00000045968
ing1	ENSMUSG00000045969
slc25a51	ENSMUSG00000045973
c2cd2	ENSMUSG00000045975
tmem104	ENSMUSG00000045980
eif4g1	ENSMUSG00000045983
4930451i11rik	ENSMUSG00000045989
onecut2	ENSMUSG00000045991
b3gat1	ENSMUSG00000045994
polr2k	ENSMUSG00000045996
naa11	ENSMUSG00000046000
d830044d21rik	ENSMUSG00000046005
gapt	ENSMUSG00000046006
pnlip	ENSMUSG00000046008
zfp830	ENSMUSG00000046010
olfr1364	ENSMUSG00000046016
pofut1	ENSMUSG00000046020
stard5	ENSMUSG00000046027
fam26f	ENSMUSG00000046031
snx12	ENSMUSG00000046032
otulin	ENSMUSG00000046034
olfr803	ENSMUSG00000046041
rp1l1	ENSMUSG00000046049
sbsn	ENSMUSG00000046056
gm15428	ENSMUSG00000046057
eid2	ENSMUSG00000046058
ppp1r15b	ENSMUSG00000046062
igfals	ENSMUSG00000046070
lrrc8d	ENSMUSG00000046079
clec9a	ENSMUSG00000046080
tmem174	ENSMUSG00000046082
4931422a03rik	ENSMUSG00000046085
gm9805	ENSMUSG00000046088
hpcal4	ENSMUSG00000046093
krt32	ENSMUSG00000046095
bc030336	ENSMUSG00000046096
mcmdc2	ENSMUSG00000046101
il17c	ENSMUSG00000046108
ab041806	ENSMUSG00000046109
serinc4	ENSMUSG00000046110
cep295	ENSMUSG00000046111
1110008e08rik	ENSMUSG00000046119
vmn1r184	ENSMUSG00000046130
c130073f10rik	ENSMUSG00000046133
9930021j03rik	ENSMUSG00000046138
patl1	ENSMUSG00000046139
1700018m17rik	ENSMUSG00000046145
olfr918	ENSMUSG00000046150
fut10	ENSMUSG00000046152
tmem229b	ENSMUSG00000046157
chrm3	ENSMUSG00000046159
olig1	ENSMUSG00000046160
gldn	ENSMUSG00000046167
kcnrg	ENSMUSG00000046168
adamts6	ENSMUSG00000046169
pabpc6	ENSMUSG00000046173
nxph1	ENSMUSG00000046178
e2f8	ENSMUSG00000046179
4930550l24rik	ENSMUSG00000046180
gsg1l	ENSMUSG00000046182
zfp84	ENSMUSG00000046185
cd109	ENSMUSG00000046186
pcdhb20	ENSMUSG00000046191
iqub	ENSMUSG00000046192
ttc39d	ENSMUSG00000046196
scaf8	ENSMUSG00000046201
sprr2g	ENSMUSG00000046203
pnma2	ENSMUSG00000046204
pik3r6	ENSMUSG00000046207
olfr735	ENSMUSG00000046210
cym	ENSMUSG00000046213
rprml	ENSMUSG00000046215
c230012o17rik	ENSMUSG00000046219
plaur	ENSMUSG00000046223
scand1	ENSMUSG00000046229
vps13a	ENSMUSG00000046230
hepacam	ENSMUSG00000046240
nme9	ENSMUSG00000046242
pilra	ENSMUSG00000046245
krtap5-3	ENSMUSG00000046248
adam29	ENSMUSG00000046258
sprr2h	ENSMUSG00000046259
c87977	ENSMUSG00000046262
usp27x	ENSMUSG00000046269
olfr1444	ENSMUSG00000046272
tusc5	ENSMUSG00000046275
she	ENSMUSG00000046280
adam20	ENSMUSG00000046282
pnma3	ENSMUSG00000046287
ankle1	ENSMUSG00000046295
olfr1412	ENSMUSG00000046300
zfp62	ENSMUSG00000046311
ai464131	ENSMUSG00000046312
stxbp6	ENSMUSG00000046314
bc107364	ENSMUSG00000046317
ccbe1	ENSMUSG00000046318
hs3st2	ENSMUSG00000046321
dppa3	ENSMUSG00000046323
ermp1	ENSMUSG00000046324
slc25a23	ENSMUSG00000046329
rpl37a	ENSMUSG00000046330
gm6195	ENSMUSG00000046334
fam178b	ENSMUSG00000046337
gpat2	ENSMUSG00000046338
gm11223	ENSMUSG00000046341
smco1	ENSMUSG00000046345
zfp322a	ENSMUSG00000046351
gjb2	ENSMUSG00000046352
defb14	ENSMUSG00000046354
rpl27a	ENSMUSG00000046364
mgat4e	ENSMUSG00000046367
gm5590	ENSMUSG00000046372
asphd1	ENSMUSG00000046378
jrk	ENSMUSG00000046380
pcdhb17	ENSMUSG00000046387
gm9806	ENSMUSG00000046388
olfr609	ENSMUSG00000046396
rbp1	ENSMUSG00000046402
yod1	ENSMUSG00000046404
1700067k01rik	ENSMUSG00000046408
kcnk6	ENSMUSG00000046410
rps4l-ps	ENSMUSG00000046411
irx3os	ENSMUSG00000046413
b430212c06rik	ENSMUSG00000046415
lrrc75a	ENSMUSG00000046417
olfr518	ENSMUSG00000046431
bex3	ENSMUSG00000046432
hnrnpa1	ENSMUSG00000046434
gm13078	ENSMUSG00000046435
scgb2b24	ENSMUSG00000046438
gm5564	ENSMUSG00000046440
cmtr2	ENSMUSG00000046441
ppm1e	ENSMUSG00000046442
camk2n1	ENSMUSG00000046447
nexmif	ENSMUSG00000046449
olfr71	ENSMUSG00000046450
tmem150b	ENSMUSG00000046456
sh2d7	ENSMUSG00000046460
5930403n24rik	ENSMUSG00000046463
sox18	ENSMUSG00000046470
krtap4-16	ENSMUSG00000046474
scn4b	ENSMUSG00000046480
olfr231	ENSMUSG00000046486
mospd4	ENSMUSG00000046487
rnf222	ENSMUSG00000046490
c1qtnf2	ENSMUSG00000046491
olfr1352	ENSMUSG00000046493
fam19a4	ENSMUSG00000046500
cox17	ENSMUSG00000046516
ferd3l	ENSMUSG00000046518
golph3l	ENSMUSG00000046519
kctd4	ENSMUSG00000046523
ar	ENSMUSG00000046532
zfp526	ENSMUSG00000046541
fam43a	ENSMUSG00000046546
spin2c	ENSMUSG00000046550
zfp319	ENSMUSG00000046556
arsj	ENSMUSG00000046561
unc119b	ENSMUSG00000046562
4930430f08rik	ENSMUSG00000046567
zfp518b	ENSMUSG00000046572
lyrm4	ENSMUSG00000046573
prr12	ENSMUSG00000046574
gm7862	ENSMUSG00000046580
cfap58	ENSMUSG00000046585
lrrc8e	ENSMUSG00000046589
olfr1165-ps	ENSMUSG00000046590
ticrr	ENSMUSG00000046591
tmem215	ENSMUSG00000046593
bdh1	ENSMUSG00000046598
tcaim	ENSMUSG00000046603
b3gntl1	ENSMUSG00000046605
hrk	ENSMUSG00000046607
oacyl	ENSMUSG00000046610
vwa5b2	ENSMUSG00000046613
actrt1	ENSMUSG00000046615
olfml2a	ENSMUSG00000046618
rps11-ps4	ENSMUSG00000046620
gjb4	ENSMUSG00000046623
pkd1l1	ENSMUSG00000046634
gm7729	ENSMUSG00000046636
ttc34	ENSMUSG00000046637
olfr218	ENSMUSG00000046643
olfr1440	ENSMUSG00000046650
tas2r143	ENSMUSG00000046652
zfp316	ENSMUSG00000046658
rbm12b1	ENSMUSG00000046667
cxxc5	ENSMUSG00000046668
mtfr1l	ENSMUSG00000046671
tmem251	ENSMUSG00000046675
lce1l	ENSMUSG00000046676
olfr981	ENSMUSG00000046678
c87436	ENSMUSG00000046679
0610025j13rik	ENSMUSG00000046683
gm5424	ENSMUSG00000046687
tifa	ENSMUSG00000046688
chtf8	ENSMUSG00000046691
fam46b	ENSMUSG00000046694
enpp7	ENSMUSG00000046697
slitrk4	ENSMUSG00000046699
csnk2a2	ENSMUSG00000046707
mapk10	ENSMUSG00000046709
hmga1	ENSMUSG00000046711
foxc2	ENSMUSG00000046714
vmn1r67	ENSMUSG00000046716
igbp1b	ENSMUSG00000046717
bst2	ENSMUSG00000046718
nxph3	ENSMUSG00000046719
rpl14-ps1	ENSMUSG00000046721
cdc42se1	ENSMUSG00000046722
adam24	ENSMUSG00000046723
cystm1	ENSMUSG00000046727
kctd11	ENSMUSG00000046731
gprc5a	ENSMUSG00000046733
fat4	ENSMUSG00000046743
gm9812	ENSMUSG00000046747
tmem45a2	ENSMUSG00000046748
selenov	ENSMUSG00000046750
ccdc66	ENSMUSG00000046753
kif2b	ENSMUSG00000046755
mrps7	ENSMUSG00000046756
fam83h	ENSMUSG00000046761
a530053g22rik	ENSMUSG00000046764
rhoj	ENSMUSG00000046768
8030474k03rik	ENSMUSG00000046774
ttc6	ENSMUSG00000046782
epm2aip1	ENSMUSG00000046785
olfr1341	ENSMUSG00000046790
riox1	ENSMUSG00000046791
zfp787	ENSMUSG00000046792
gpr61	ENSMUSG00000046793
ppp1r3b	ENSMUSG00000046794
cldn12	ENSMUSG00000046798
phgr1	ENSMUSG00000046804
mpeg1	ENSMUSG00000046805
3110062m04rik	ENSMUSG00000046806
lrrc75b	ENSMUSG00000046807
atp10d	ENSMUSG00000046808
gltpd2	ENSMUSG00000046811
gchfr	ENSMUSG00000046814
ddit4l	ENSMUSG00000046818
slc39a3	ENSMUSG00000046822
fam187b	ENSMUSG00000046826
mettl21e	ENSMUSG00000046828
krt1	ENSMUSG00000046834
brox	ENSMUSG00000046836
hnf4aos	ENSMUSG00000046840
ckap4	ENSMUSG00000046841
vat1l	ENSMUSG00000046844
il1f10	ENSMUSG00000046845
spesp1	ENSMUSG00000046846
pip5kl1	ENSMUSG00000046854
gpr1	ENSMUSG00000046856
hectd3	ENSMUSG00000046861
pramef8	ENSMUSG00000046862
fbl	ENSMUSG00000046865
mbtps2	ENSMUSG00000046873
atxn1	ENSMUSG00000046876
irgm1	ENSMUSG00000046879
olfr374	ENSMUSG00000046881
zfp474	ENSMUSG00000046886
zfp740	ENSMUSG00000046897
prl7a2	ENSMUSG00000046899
ltb4r1	ENSMUSG00000046908
tefm	ENSMUSG00000046909
olfr1451	ENSMUSG00000046913
myct1	ENSMUSG00000046916
gpr6	ENSMUSG00000046922
vmn1r179	ENSMUSG00000046924
vmn1r193	ENSMUSG00000046932
csl	ENSMUSG00000046934
mageb16	ENSMUSG00000046942
adck2	ENSMUSG00000046947
nqo2	ENSMUSG00000046949
gm5815	ENSMUSG00000046952
spz1	ENSMUSG00000046957
4930432e11rik	ENSMUSG00000046958
slc26a1	ENSMUSG00000046959
gpr156	ENSMUSG00000046961
zbtb21	ENSMUSG00000046962
pla2g4f	ENSMUSG00000046971
bc053393	ENSMUSG00000046974
olfr1020	ENSMUSG00000046975
tshz1	ENSMUSG00000046982
tapt1	ENSMUSG00000046985
wdr27	ENSMUSG00000046991
gm5637	ENSMUSG00000046993
mars2	ENSMUSG00000046994
2610303g11rik	ENSMUSG00000046995
spsb4	ENSMUSG00000046997
1110032f04rik	ENSMUSG00000046999
msgn1	ENSMUSG00000047002
zfp41	ENSMUSG00000047003
fbxo41	ENSMUSG00000047013
catsperb	ENSMUSG00000047014
cfap65	ENSMUSG00000047021
mipol1	ENSMUSG00000047022
ccer1	ENSMUSG00000047025
acsm4	ENSMUSG00000047026
spata2	ENSMUSG00000047030
vmn1r68	ENSMUSG00000047031
pcdhb15	ENSMUSG00000047033
ankrd33	ENSMUSG00000047034
zfp445	ENSMUSG00000047036
nipa1	ENSMUSG00000047037
olfr1151	ENSMUSG00000047039
prr15l	ENSMUSG00000047040
d030056l22rik	ENSMUSG00000047044
tmem164	ENSMUSG00000047045
1700031f10rik	ENSMUSG00000047046
olfr432	ENSMUSG00000047048
olfr914	ENSMUSG00000047050
teddm1a	ENSMUSG00000047053
gm9817	ENSMUSG00000047061
dusp28	ENSMUSG00000047067
ube2dnl2	ENSMUSG00000047079
ngrn	ENSMUSG00000047084
lrrc4b	ENSMUSG00000047085
tmem198b	ENSMUSG00000047090
ofcc1	ENSMUSG00000047094
rnf31	ENSMUSG00000047098
tas2r139	ENSMUSG00000047102
pbp2	ENSMUSG00000047104
dnajb7	ENSMUSG00000047108
cldn14	ENSMUSG00000047109
fam221a	ENSMUSG00000047115
ankdd1b	ENSMUSG00000047117
ticam1	ENSMUSG00000047123
cltc	ENSMUSG00000047126
1700113h08rik	ENSMUSG00000047129
cd24a	ENSMUSG00000047139
zfp654	ENSMUSG00000047141
dmrta2	ENSMUSG00000047143
tet1	ENSMUSG00000047146
olfr1052	ENSMUSG00000047149
1700001c19rik	ENSMUSG00000047150
khnyn	ENSMUSG00000047153
cyp4x1	ENSMUSG00000047155
chst9	ENSMUSG00000047161
gm6684	ENSMUSG00000047168
helt	ENSMUSG00000047171
neurl3	ENSMUSG00000047180
samd14	ENSMUSG00000047181
irs3	ENSMUSG00000047182
rab2a	ENSMUSG00000047187
gm9818	ENSMUSG00000047189
dync2h1	ENSMUSG00000047193
gjd3	ENSMUSG00000047197
vmn1r54	ENSMUSG00000047203
dusp18	ENSMUSG00000047205
olfr1495	ENSMUSG00000047207
ythdf3	ENSMUSG00000047213
rpl9	ENSMUSG00000047215
cdh19	ENSMUSG00000047216
ccdc36	ENSMUSG00000047220
fam185a	ENSMUSG00000047221
rnase2a	ENSMUSG00000047222
olfr684	ENSMUSG00000047225
gm527	ENSMUSG00000047227
a2ml1	ENSMUSG00000047228
cldn2	ENSMUSG00000047230
fbxw21	ENSMUSG00000047237
mageh1	ENSMUSG00000047238
taf9b	ENSMUSG00000047242
hist1h2be	ENSMUSG00000047246
c2cd3	ENSMUSG00000047248
ptgs1	ENSMUSG00000047250
krtap1-5	ENSMUSG00000047253
prss45	ENSMUSG00000047257
mc4r	ENSMUSG00000047259
emc6	ENSMUSG00000047260
gap43	ENSMUSG00000047261
zfp358	ENSMUSG00000047264
sfn	ENSMUSG00000047281
neurl4	ENSMUSG00000047284
olfr370	ENSMUSG00000047286
gpr15	ENSMUSG00000047293
smgc	ENSMUSG00000047295
kcnv2	ENSMUSG00000047298
pcdhb13	ENSMUSG00000047307
4931429p17rik	ENSMUSG00000047324
kcne4	ENSMUSG00000047330
zfp286	ENSMUSG00000047342
mettl21c	ENSMUSG00000047343
lancl3	ENSMUSG00000047344
tdg-ps	ENSMUSG00000047347
olfr976	ENSMUSG00000047352
lcn10	ENSMUSG00000047356
gm973	ENSMUSG00000047361
cstad	ENSMUSG00000047363
abhd17b	ENSMUSG00000047368
dnah14	ENSMUSG00000047369
gm7367	ENSMUSG00000047370
zfp768	ENSMUSG00000047371
b4gat1	ENSMUSG00000047379
c2cd6b	ENSMUSG00000047383
a730013g03rik	ENSMUSG00000047384
atmin	ENSMUSG00000047388
defb9	ENSMUSG00000047390
odf3b	ENSMUSG00000047394
tgif1	ENSMUSG00000047407
ctdspl	ENSMUSG00000047409
zbtb44	ENSMUSG00000047412
flrt2	ENSMUSG00000047414
gpr68	ENSMUSG00000047415
rexo1	ENSMUSG00000047417
cmya5	ENSMUSG00000047419
fam180a	ENSMUSG00000047420
ai837181	ENSMUSG00000047423
dlk2	ENSMUSG00000047428
xxylt1	ENSMUSG00000047434
antxrl	ENSMUSG00000047441
erfe	ENSMUSG00000047443
olfr139	ENSMUSG00000047444
arl4a	ENSMUSG00000047446
gphn	ENSMUSG00000047454
dynlrb1	ENSMUSG00000047459
a530099j19rik	ENSMUSG00000047462
8030462n17rik	ENSMUSG00000047466
zfp30	ENSMUSG00000047473
klhl34	ENSMUSG00000047485
inhbe	ENSMUSG00000047492
dlgap2	ENSMUSG00000047495
rnf152	ENSMUSG00000047496
adamts12	ENSMUSG00000047497
cldn4	ENSMUSG00000047501
mroh7	ENSMUSG00000047502
baiap3	ENSMUSG00000047507
mbd3l2	ENSMUSG00000047508
gm6776	ENSMUSG00000047509
olfr1396	ENSMUSG00000047511
tspyl1	ENSMUSG00000047514
bc049715	ENSMUSG00000047515
dmbt1	ENSMUSG00000047517
slfnl1	ENSMUSG00000047518
als2cr12	ENSMUSG00000047528
rtp2	ENSMUSG00000047531
mis18bp1	ENSMUSG00000047534
olfr67	ENSMUSG00000047535
fbxo28	ENSMUSG00000047539
olfr616	ENSMUSG00000047544
olfr629	ENSMUSG00000047545
cltb	ENSMUSG00000047547
tmem41b	ENSMUSG00000047554
lxn	ENSMUSG00000047557
mmp10	ENSMUSG00000047562
krtap3-1	ENSMUSG00000047564
acot10	ENSMUSG00000047565
tyw3	ENSMUSG00000047583
nccrp1	ENSMUSG00000047586
mafa	ENSMUSG00000047591
nxpe5	ENSMUSG00000047592
olfr1122	ENSMUSG00000047594
zfp235	ENSMUSG00000047603
frat2	ENSMUSG00000047604
ankrd34c	ENSMUSG00000047606
a430005l14rik	ENSMUSG00000047613
paxx	ENSMUSG00000047617
ddi1	ENSMUSG00000047619
olfr791	ENSMUSG00000047626
apof	ENSMUSG00000047631
fgfbp3	ENSMUSG00000047632
2810006k23rik	ENSMUSG00000047635
cdcp2	ENSMUSG00000047636
nr1h4	ENSMUSG00000047638
krt87	ENSMUSG00000047641
d930020b18rik	ENSMUSG00000047642
gm5454	ENSMUSG00000047643
fbxo30	ENSMUSG00000047648
cd3eap	ENSMUSG00000047649
pea15b	ENSMUSG00000047652
tssk6	ENSMUSG00000047654
vmn1r74	ENSMUSG00000047655
trpt1	ENSMUSG00000047656
crry-ps	ENSMUSG00000047657
gal3st3	ENSMUSG00000047658
1600012p17rik	ENSMUSG00000047661
olfr26	ENSMUSG00000047667
msl3l2	ENSMUSG00000047669
tctex1d4	ENSMUSG00000047671
pdha2	ENSMUSG00000047674
rps8	ENSMUSG00000047675
rpsa-ps10	ENSMUSG00000047676
gpr82	ENSMUSG00000047678
rtl3	ENSMUSG00000047686
4930533k18rik	ENSMUSG00000047692
yipf6	ENSMUSG00000047694
ccdc144b	ENSMUSG00000047696
olfr1388	ENSMUSG00000047702
champ1	ENSMUSG00000047710
ust	ENSMUSG00000047712
ppp1r2	ENSMUSG00000047714
olfr736	ENSMUSG00000047716
ubiad1	ENSMUSG00000047719
4922502d21rik	ENSMUSG00000047720
bola2	ENSMUSG00000047721
bc025446	ENSMUSG00000047728
fcgbp	ENSMUSG00000047730
wbp1l	ENSMUSG00000047731
tmem262	ENSMUSG00000047733
samd9l	ENSMUSG00000047735
fbxo40	ENSMUSG00000047746
rnf150	ENSMUSG00000047747
zc3hav1l	ENSMUSG00000047749
utf1	ENSMUSG00000047751
fancb	ENSMUSG00000047757
hs3st3a1	ENSMUSG00000047759
lrrc49	ENSMUSG00000047766
atg16l2	ENSMUSG00000047767
ankfn1	ENSMUSG00000047773
phf13	ENSMUSG00000047777
lix1	ENSMUSG00000047786
flrt1	ENSMUSG00000047787
slc38a9	ENSMUSG00000047789
sned1	ENSMUSG00000047793
olfr685	ENSMUSG00000047794
gjb1	ENSMUSG00000047797
cd300lf	ENSMUSG00000047798
oog4	ENSMUSG00000047799
akap10	ENSMUSG00000047804
9330154k18rik	ENSMUSG00000047807
ccdc88b	ENSMUSG00000047810
tigd4	ENSMUSG00000047819
trim16	ENSMUSG00000047821
angptl8	ENSMUSG00000047822
pygo2	ENSMUSG00000047824
a730018c14rik	ENSMUSG00000047828
cdca4	ENSMUSG00000047832
fndc11	ENSMUSG00000047841
diras2	ENSMUSG00000047842
bri3	ENSMUSG00000047843
bex4	ENSMUSG00000047844
stx19	ENSMUSG00000047854
foxi1	ENSMUSG00000047861
lonp2	ENSMUSG00000047866
gimap6	ENSMUSG00000047867
olfr770	ENSMUSG00000047868
gpr157	ENSMUSG00000047875
a4galt	ENSMUSG00000047878
usp14	ENSMUSG00000047879
cxcr5	ENSMUSG00000047880
rell1	ENSMUSG00000047881
klk9	ENSMUSG00000047884
tnrc6b	ENSMUSG00000047888
serpinb6d	ENSMUSG00000047889
ang2	ENSMUSG00000047894
ripply2	ENSMUSG00000047897
ccr4	ENSMUSG00000047898
sstr2	ENSMUSG00000047904
gm8566	ENSMUSG00000047905
tshz2	ENSMUSG00000047907
ankrd16	ENSMUSG00000047909
pcdhb16	ENSMUSG00000047910
npm2	ENSMUSG00000047911
trappc9	ENSMUSG00000047921
sox1ot	ENSMUSG00000047935
4930483j18rik	ENSMUSG00000047938
stpg2	ENSMUSG00000047940
marcksl1	ENSMUSG00000047945
gp5	ENSMUSG00000047953
kcna3	ENSMUSG00000047959
olfr186	ENSMUSG00000047960
stbd1	ENSMUSG00000047963
rpl9-ps7	ENSMUSG00000047965
olfr1093	ENSMUSG00000047969
kcna1	ENSMUSG00000047976
synb	ENSMUSG00000047977
9230110f15rik	ENSMUSG00000047980
palm3	ENSMUSG00000047986
4933428g20rik	ENSMUSG00000047988
ino80c	ENSMUSG00000047989
c2cd4a	ENSMUSG00000047990
fam69c	ENSMUSG00000047992
cypt4	ENSMUSG00000047995
prrg1	ENSMUSG00000047996
gigyf2	ENSMUSG00000048000
hes5	ENSMUSG00000048001
catsper4	ENSMUSG00000048003
tmem196	ENSMUSG00000048004
timm8a1	ENSMUSG00000048007
zfp473	ENSMUSG00000048012
krt35	ENSMUSG00000048013
neurod4	ENSMUSG00000048015
tmem229a	ENSMUSG00000048022
rgmb	ENSMUSG00000048027
eno4	ENSMUSG00000048029
fcrl5	ENSMUSG00000048031
ccdc187	ENSMUSG00000048038
isg20l2	ENSMUSG00000048039
arxes2	ENSMUSG00000048040
zbtb33	ENSMUSG00000048047
ldlrad3	ENSMUSG00000048058
fpr-rs4	ENSMUSG00000048062
cyb5r2	ENSMUSG00000048065
olfr1349	ENSMUSG00000048067
pirt	ENSMUSG00000048070
arf1	ENSMUSG00000048076
h1fnt	ENSMUSG00000048077
tenm4	ENSMUSG00000048078
olfr731	ENSMUSG00000048080
gm4737	ENSMUSG00000048087
lmod1	ENSMUSG00000048096
taf13	ENSMUSG00000048100
olfr19	ENSMUSG00000048101
4632415l05rik	ENSMUSG00000048106
tmem72	ENSMUSG00000048108
rbm15	ENSMUSG00000048109
arid4a	ENSMUSG00000048118
entpd1	ENSMUSG00000048120
col6a3	ENSMUSG00000048126
dmrt2	ENSMUSG00000048138
nat8l	ENSMUSG00000048142
nwd1	ENSMUSG00000048148
olfr49	ENSMUSG00000048153
kmt2d	ENSMUSG00000048154
h2bfm	ENSMUSG00000048155
selplg	ENSMUSG00000048163
gm7204	ENSMUSG00000048164
mcmbp	ENSMUSG00000048170
olfr1324	ENSMUSG00000048173
tmem81	ENSMUSG00000048174
asb8	ENSMUSG00000048175
gm7075	ENSMUSG00000048185
bend7	ENSMUSG00000048186
gm8181	ENSMUSG00000048188
muc6	ENSMUSG00000048191
olfr1153	ENSMUSG00000048197
cracr2b	ENSMUSG00000048200
dnajb8	ENSMUSG00000048206
a630023p12rik	ENSMUSG00000048215
gpr85	ENSMUSG00000048216
nags	ENSMUSG00000048217
amigo2	ENSMUSG00000048218
mfap1b	ENSMUSG00000048222
olfr1212	ENSMUSG00000048226
fbxo43	ENSMUSG00000048230
h2-m10.4	ENSMUSG00000048231
fbxo10	ENSMUSG00000048232
rnf149	ENSMUSG00000048234
ovch2	ENSMUSG00000048236
gng7	ENSMUSG00000048240
crebrf	ENSMUSG00000048249
bcl11b	ENSMUSG00000048251
gm4879	ENSMUSG00000048261
dip2c	ENSMUSG00000048264
rbm33	ENSMUSG00000048271
syngr2	ENSMUSG00000048277
sacs	ENSMUSG00000048279
zfp738	ENSMUSG00000048280
dleu7	ENSMUSG00000048281
tas2r126	ENSMUSG00000048284
frmd6	ENSMUSG00000048285
olfr1417	ENSMUSG00000048292
krtap4-13	ENSMUSG00000048294
olfr148	ENSMUSG00000048299
slitrk3	ENSMUSG00000048304
ankrd46	ENSMUSG00000048307
pskh1	ENSMUSG00000048310
gm4884	ENSMUSG00000048312
gm9823	ENSMUSG00000048316
ckap2l	ENSMUSG00000048327
mfsd6l	ENSMUSG00000048329
ric3	ENSMUSG00000048330
lhfp	ENSMUSG00000048332
gm8258	ENSMUSG00000048334
