Gene1,Gene2
CDC5L,PPIH
CDC5L,MAGOHB
CDC5L,MAGOH
CDC5L,CDC42BPB
CDC5L,DNAJC17
CDC5L,ABCF1
CDC5L,G6PD2
CDC5L,TLN1
CDC5L,SMAP1
CDC5L,TIA1
CDC5L,LOC102642679
CDC5L,EIF2S3X
CDC5L,POLD1
CDC5L,SF3B1
NACC1,GM9049
NACC1,LOC102635357
CDC5L,NACC1
NACC1,CDC5L
NACC1,GM9044
NACC1,GM9046
NACC1,GM9048
NACC1,LOC102635473
NACC1,GM9040
NACC1,GM9045
CDC5L,LSM4
CDC5L,COPG2
BTAF1,GM9049
BTAF1,LOC102635357
CDC5L,BTAF1
BTAF1,CDC5L
BTAF1,GM9044
BTAF1,GM9046
BTAF1,GM9048
BTAF1,LOC102635473
BTAF1,GM9040
BTAF1,GM9045
CDC5L,GM4887
CDC5L,TWF1
CDC5L,PFKP
CDC5L,CCDC94
CDC5L,CWC27
CDC5L,PPP2R1A
CDC5L,NUMA1
CDC5L,PSMC1
CDC5L,SEPT9
CDC5L,MAP2K7
CARF,GM9049
CARF,LOC102635357
CDC5L,CARF
CARF,CDC5L
CARF,GM9044
CARF,GM9046
CARF,GM9048
CARF,LOC102635473
CARF,GM9040
CARF,GM9045
CDC5L,PSMC2
CDC5L,CSTF2T
CDC5L,GEMIN4
RBM39,GM9049
RBM39,LOC102635357
CDC5L,RBM39
RBM39,CDC5L
RBM39,GM9044
RBM39,GM9046
RBM39,GM9048
RBM39,LOC102635473
RBM39,GM9040
RBM39,GM9045
CDC5L,CDC16
CDC5L,SNW1
CDC5L,RBMX2
CDC5L,SLC7A9
CDC5L,NUF2
CDC5L,BZW2
CDC5L,PARP4
CDC5L,DDX39
CDC5L,NSF
CDC5L,PSMD1
CDC5L,SAR1B
CDC5L,ACTR2
CDC5L,SEPT3
CDC5L,RBM4
CDC5L,UBL4
CDC5L,SLC10A3-UBL4
CDC5L,CDT1
CDC5L,U2SURP
CDC5L,SUGT1
CDC5L,PRKDC
SMARCC1,GM9049
SMARCC1,LOC102635357
CDC5L,SMARCC1
SMARCC1,CDC5L
SMARCC1,GM9044
SMARCC1,GM9046
SMARCC1,GM9048
SMARCC1,LOC102635473
SMARCC1,GM9040
SMARCC1,GM9045
CDC5L,COPG1
CDC5L,PSMD12
CDC5L,RACGAP1
CDC5L,LRWD1
CDC5L,NCAPH
CDC5L,TUBB2A
CDC5L,PKN2
CDC5L,RPL13
CDC5L,GM10071
CDC5L,SEPT7
POLR2J,GM9049
POLR2J,LOC102635357
CDC5L,POLR2J
POLR2J,CDC5L
POLR2J,GM9044
POLR2J,GM9046
POLR2J,GM9048
POLR2J,LOC102635473
POLR2J,GM9040
POLR2J,GM9045
CDC5L,EXOC2
SRSF9,GM9049
SRSF9,LOC102635357
CDC5L,SRSF9
SRSF9,CDC5L
SRSF9,GM9044
SRSF9,GM9046
SRSF9,GM9048
SRSF9,LOC102635473
SRSF9,GM9040
SRSF9,GM9045
CDC5L,CENPJ
POLR2G,GM9049
POLR2G,LOC102635357
CDC5L,POLR2G
POLR2G,CDC5L
POLR2G,GM9044
POLR2G,GM9046
POLR2G,GM9048
POLR2G,LOC102635473
POLR2G,GM9040
POLR2G,GM9045
CDC5L,CCT4
CDC5L,FHOD3
POLR2H,GM9049
POLR2H,LOC102635357
CDC5L,LOC102640226
CDC5L,POLR2H
POLR2H,CDC5L
POLR2H,GM9044
POLR2H,GM9046
POLR2H,GM9048
POLR2H,LOC102635473
POLR2H,GM9040
POLR2H,GM9045
CDC5L,DQX1
CTNNBL1,GM9049
CTNNBL1,LOC102635357
CDC5L,CTNNBL1
CTNNBL1,CDC5L
CTNNBL1,GM9044
CTNNBL1,GM9046
CTNNBL1,GM9048
CTNNBL1,LOC102635473
CTNNBL1,GM9040
CTNNBL1,GM9045
CDC5L,GM2260
CDC5L,GM2274
CDC5L,ANXA11
CDC5L,PLK1
SRRT,GM9049
SRRT,LOC102635357
CDC5L,SRRT
SRRT,CDC5L
SRRT,GM9044
SRRT,GM9046
SRRT,GM9048
SRRT,LOC102635473
SRRT,GM9040
SRRT,GM9045
MAPK11,GM9049
MAPK11,LOC102635357
CDC5L,MAPK11
MAPK11,CDC5L
MAPK11,GM9044
MAPK11,GM9046
MAPK11,GM9048
MAPK11,LOC102635473
MAPK11,GM9040
MAPK11,GM9045
CDC5L,PQBP1
CDC5L,KDM1A
CDC5L,KPNB1
CDC5L,NUDC
CDC5L,HSPA12A
MED4,GM9049
MED4,LOC102635357
CDC5L,MED4
MED4,CDC5L
MED4,GM9044
MED4,GM9046
MED4,GM9048
MED4,LOC102635473
MED4,GM9040
MED4,GM9045
CDC5L,EPS8L2
CDC5L,CCT6A
CDC5L,LOC102641013
CDC5L,HNRNPA3
CDC5L,CHEK1
CDC5L,SLC7A15
CDC5L,TBL1XR1
CDC5L,RTCB
CDC5L,DYNC1H1
CDC5L,DHX35
CDC5L,ACTL6A
CDC5L,SMC4
CDC5L,KPNA4
CDC5L,SNRNP200
CDC5L,SYF2
SF1,GM9049
SF1,LOC102635357
CDC5L,SF1
SF1,CDC5L
SF1,GM9044
SF1,GM9046
SF1,GM9048
SF1,LOC102635473
SF1,GM9040
SF1,GM9045
CDC5L,SMC1A
CDC5L,LMNA
GTF3C2,GM9049
GTF3C2,LOC102635357
CDC5L,GTF3C2
GTF3C2,CDC5L
GTF3C2,GM9044
GTF3C2,GM9046
GTF3C2,GM9048
GTF3C2,LOC102635473
GTF3C2,GM9040
GTF3C2,GM9045
CDC5L,CPSF6
CDC5L,MAD1L1
CDC5L,PAK7
CDC5L,SMC2
CDC5L,RBM17
CDC5L,CPSF7
CDC5L,LRRC51
CDC5L,WDR25
CDC5L,HNRNPF
CDC5L,SRP54C
CDC5L,PRPF40B
CDC5L,CCAR1
CDC5L,KLHDC3
CDC5L,UNC45A
CDC5L,EFTUD2
CDC5L,BUB1B
CDC5L,PRPF4
CDC5L,RNF113A2
CDC5L,SF3B3
CDC5L,UNC45B
CDC5L,PLK2
POLR2I,GM9049
POLR2I,LOC102635357
CDC5L,POLR2I
POLR2I,CDC5L
POLR2I,GM9044
POLR2I,GM9046
POLR2I,GM9048
POLR2I,LOC102635473
POLR2I,GM9040
POLR2I,GM9045
CDC5L,SRSF11
CDC5L,1700112E06RIK
CDC5L,MRAP2
CDC5L,WBP4
CDC5L,HSPD1
CDC5L,LOC102641967
CDC5L,NUDT21
SMARCD1,GM9049
SMARCD1,LOC102635357
CDC5L,SMARCD1
SMARCD1,CDC5L
SMARCD1,GM9044
SMARCD1,GM9046
SMARCD1,GM9048
SMARCD1,LOC102635473
SMARCD1,GM9040
SMARCD1,GM9045
CDC5L,AHNAK
CDC5L,PSMC4
CDC5L,GALNT13
FUS,GM9049
FUS,LOC102635357
CDC5L,FUS
FUS,CDC5L
FUS,GM9044
FUS,GM9046
FUS,GM9048
FUS,LOC102635473
FUS,GM9040
FUS,GM9045
WNT1,GM9049
WNT1,LOC102635357
CDC5L,WNT1
WNT1,CDC5L
WNT1,GM9044
WNT1,GM9046
WNT1,GM9048
WNT1,LOC102635473
WNT1,GM9040
WNT1,GM9045
CDC5L,LOC102638183
CDC5L,SNRPF
CDC5L,UPF2
CDC5L,PRPF19
CDC5L,KIF21B
NCOR1,GM9049
NCOR1,LOC102635357
CDC5L,NCOR1
NCOR1,CDC5L
NCOR1,GM9044
NCOR1,GM9046
NCOR1,GM9048
NCOR1,LOC102635473
NCOR1,GM9040
NCOR1,GM9045
CDC5L,SPATS1
KNTC1,SGOL1
CENPK,SGOL1
AHCTF1,SGOL1
RAD51,SGOL1
PTTG1,SGOL1
ESPL1,SGOL1
TRIP13,SGOL1
BUB3,SGOL1
MIS18BP1,SGOL1
GATA3,HSP90AB1
ESR1,HSP90AB1
NRIP1,HSP90AB1
CDC5L,HSP90AB1
EP300,HSP90AB1
RAF1,HSP90AB1
NR3C1,HSP90AB1
TRP53,HSP90AB1
FOXA1,HSP90AB1
AKT1,HSP90AB1
AHR,HSP90AB1
STAT3,HSP90AB1
EDF1,HSP90AB1
HTT,HSP90AB1
TLE3,HSP90AB1
AR,HSP90AB1
HSF2,HSP90AB1
PGR,HSP90AB1
MAPK1,HSP90AB1
HSPB1,HSP90AB1
BCL6,HSP90AB1
NR3C2,HSP90AB1
ESR2,HSP90AB1
HSF1,HSP90AB1
MAPK3,HSP90AB1
REL,NFKBIE
NFKB1,NFKBIE
NFKBIB,NFKBIE
NFKBIA,NFKBIE
IKBKG,NFKBIE
RELA,NFKBIE
IKBKB,NFKBIE
TNFAIP3,NFKBIE
RELB,NFKBIE
HGF,GTPBP2
TGFB1,GTPBP2
KAT5,POLH
TRIM25,POLH
BARD1,POLH
XRCC3,POLH
BRCA1,POLH
BRCA2,POLH
ATM,POLH
RFC1,POLH
HLTF,POLH
BRIP1,POLH
CDC5L,ENPP4
PWP1,RRP36
DDX54,RRP36
AATF,RRP36
ABT1,RRP36
MED20,MED26
MED26,MED20
MED20,NCOA3
NCOA3,MED20
MED20,MED1
MED1,MED20
MED20,MED13
MED13,MED20
MED20,THRAP3
THRAP3,MED20
MED20,CCNC
MED20,CREBBP
CREBBP,MED20
MED20,MED18
MED20,MED28
MED20,NCOR2
NCOR2,MED20
MED20,MED6
MED6,MED20
MED20,MED14
MED14,MED20
MED20,NCOA1
NCOA1,MED20
MED20,MED8
MED8,MED20
MED20,MED21
MED21,MED20
MED20,MED12L
MED20,MED31
MED31,MED20
MED20,RXRA
RXRA,MED20
MED20,CDK8
MED20,MED7
MED20,FABP4
MED20,MED16
MED16,MED20
MED20,MED23
MED23,MED20
MED20,MED17
MED17,MED20
MED20,MED22
MED20,MED25
MED20,MED15
MED15,MED20
MED20,MED30
MED30,MED20
MED20,MED9
MED20,PPARGC1A
PPARGC1A,MED20
MED20,MED24
MED20,FAM120B
MED20,HDAC3
HDAC3,MED20
MED20,MED29
MED20,MED10
MED20,MED4
MED4,MED20
MED20,MED13L
MED20,MED11
MED20,EP300
EP300,MED20
MED20,MED19
MED20,NCOA2
NCOA2,MED20
MED20,ZC3H13
MED20,MED12
MED12,MED20
MED20,MED27
MED27,MED20
MED20,CDK11B
MED20,PPARGC1B
PPARGC1B,MED20
MED20,HELZ2
MED20,NCOR1
NCOR1,MED20
PA2G4,BYSL
DDX5,BYSL
POLR1A,BYSL
POLR1C,BYSL
POLR1B,BYSL
DDX54,BYSL
POLR1E,BYSL
ZFP593,BYSL
MYBBP1A,BYSL
ABT1,BYSL
CEBPZ,BYSL
PWP1,BYSL
PDCD11,BYSL
AATF,BYSL
TFEB,ZKSCAN3
TFEB,CTSD
TFEB,MTOR
TFEB,BECN1
TFEB,FOXO1
FOXO1,TFEB
TFEB,TFE3
TFE3,TFEB
TFEB,MITF
MITF,TFEB
TFEB,MAPK1
MAPK1,TFEB
TFEB,LAMP2
TFEB,FLCN
TFEB,SQSTM1
TFEB,MCOLN1
TFEB,LAMP1
IL10,TREM2
TLR4,TREM2
SOS1,TREM2
HNRNPK,PPIL1
SRSF6,PPIL1
PAPOLA,PPIL1
POLR2C,PPIL1
CDC5L,PPIL1
SRSF2,PPIL1
POLR2D,PPIL1
POLR2F,PPIL1
HNRNPD,PPIL1
XAB2,PPIL1
SRSF5,PPIL1
ELAVL2,PPIL1
WBP11,PPIL1
DHX38,PPIL1
SUGP1,PPIL1
PLRG1,PPIL1
HNRNPUL1,PPIL1
POLR2E,PPIL1
POLR2K,PPIL1
GTF2F2,PPIL1
RNPS1,PPIL1
DDX5,PPIL1
POLR2B,PPIL1
SNRPB,PPIL1
SRSF3,PPIL1
RBMX,PPIL1
YBX1,PPIL1
GTF2F1,PPIL1
SRRM1,PPIL1
SNRPD1,PPIL1
POLR2J,PPIL1
SRSF9,PPIL1
POLR2G,PPIL1
POLR2H,PPIL1
CTNNBL1,PPIL1
SRRT,PPIL1
SF1,PPIL1
POLR2I,PPIL1
FUS,PPIL1
DCP1A,PIM1
KDM4B,RNF8
PIAS4,RNF8
KAT5,RNF8
HIST1H2BB,RNF8
KDM4A,RNF8
WHSC1,RNF8
XRCC6,RNF8
BRCA1,RNF8
ATM,RNF8
BARD1,RNF8
UIMC1,RNF8
TRP53BP1,RNF8
XRCC5,RNF8
NR1H3,ABCG1
NR1H2,ABCG1
SREBF1,ABCG1
PPARG,ABCG1
SREBF2,ABCG1
ESR1,TFF1
NRIP1,TFF1
PGR,TFF1
CRTC1,SIK1
CREB1,SIK1
MCM3,NDC80
KNTC1,NDC80
CREBBP,NDC80
CDC5L,NDC80
MCM5,NDC80
MCM4,NDC80
CHAF1A,NDC80
CENPK,NDC80
TUBA1A,NDC80
BUB3,NDC80
TIMELESS,NDC80
MCM2,NDC80
AHCTF1,NDC80
KPNA2,NDC80
MCM7,NDC80
PTTG1,NDC80
ESPL1,NDC80
TRIP13,NDC80
FOXM1,NDC80
MIS18BP1,NDC80
BIN1,EHD3
PA2G4,TTC27
POLR1A,TTC27
POLR1B,TTC27
DDX54,TTC27
POLR1E,TTC27
MYBBP1A,TTC27
PWP1,TTC27
MAPK3,TTC27
EIF2AK2,RSAD2
EIF2AK2,IFIT3
EIF2AK2,ITPKB
EIF2AK2,PRKRA
EIF2AK2,MAP3K7
MAP3K7,EIF2AK2
EIF2AK2,NFE2L2
NFE2L2,EIF2AK2
EIF2AK2,RIPK1
EIF2AK2,IFI44
EIF2AK2,ADARB1
EIF2AK2,XBP1
XBP1,EIF2AK2
EIF2AK2,HSPA5
EIF2AK2,PPP1CC
EIF2AK2,GM5601
EIF2AK2,DDX58
DDX58,EIF2AK2
EIF2AK2,ATF4
ATF4,EIF2AK2
EIF2AK2,IFIT2
EIF2AK2,ISG15
EIF2AK2,ADAR
EIF2AK2,TRIM25
TRIM25,EIF2AK2
EIF2AK2,STAT2
STAT2,EIF2AK2
EIF2AK2,EIF2S1
EIF2AK2,IRF7
IRF7,EIF2AK2
EIF2AK2,IFI44L
EIF2AK2,TAB2
EIF2AK2,LOC102641153
EIF2AK2,UBE2E1
EIF2AK2,IFIH1
IFIH1,EIF2AK2
EIF2AK2,RNF213
EIF2AK2,STAU2
EIF2AK2,ATF6
ATF6,EIF2AK2
EIF2AK2,ARIH1
EIF2AK2,ILF3
ILF3,EIF2AK2
EIF2AK2,PPP1R15A
EIF2AK2,JAK1
EIF2AK2,NFKBIB
NFKBIB,EIF2AK2
EIF2AK2,RNASEL
EIF2AK2,OASL2
EIF2AK2,UBE2L6
EIF2AK2,NFKBIA
NFKBIA,EIF2AK2
EIF2AK2,STAT1
STAT1,EIF2AK2
EIF2AK2,IFIT1
EIF2AK2,MAPK3
MAPK3,EIF2AK2
EIF2AK2,DNAJC3
EIF2AK2,USP18
EIF2AK2,PLCG1
CEBPZ,RSL1D1
CEBPZ,KRI1
CEBPZ,NOL10
CEBPZ,DHX37
CEBPZ,PA2G4
PA2G4,CEBPZ
CEBPZ,NMD3
CEBPZ,RBM19
CEBPZ,EBNA1BP2
CEBPZ,NAT10
CEBPZ,POLR1A
POLR1A,CEBPZ
CEBPZ,RRP15
CEBPZ,NGDN
CEBPZ,LSG1
CEBPZ,SURF6
CEBPZ,RPF1
CEBPZ,RRP1B
CEBPZ,BMS1
CEBPZ,WDR36
CEBPZ,RRP8
CEBPZ,UTP6
CEBPZ,DDX31
CEBPZ,NOP14
CEBPZ,NOC3L
CEBPZ,ESF1
CEBPZ,RRS1
CEBPZ,POLR1B
POLR1B,CEBPZ
CEBPZ,TBL3
CEBPZ,DHX15
CEBPZ,RBM34
CEBPZ,DDX54
DDX54,CEBPZ
CEBPZ,TRCG1
CEBPZ,DDX24
CEBPZ,POLR1E
POLR1E,CEBPZ
CEBPZ,DIEXF
CEBPZ,RPF2
CEBPZ,NOLC1
CEBPZ,LYAR
CEBPZ,MYBBP1A
MYBBP1A,CEBPZ
CEBPZ,RRP12
CEBPZ,NOC2L
CEBPZ,WDR18
CEBPZ,DKC1
CEBPZ,PES1
CEBPZ,NSUN6
CEBPZ,MAK16
CEBPZ,DCAF13
CEBPZ,TRMT61A
CEBPZ,GNL3
CEBPZ,DDX49
CEBPZ,TRUB1
CEBPZ,GNL1
CEBPZ,NOP58
CEBPZ,KRR1
CEBPZ,GTPBP4
CEBPZ,BYSL
CEBPZ,LTV1
CEBPZ,UTP14B
CEBPZ,WDR43
CEBPZ,TRMT11
CEBPZ,PWP1
PWP1,CEBPZ
CEBPZ,SKIV2L2
CEBPZ,D19BWG1357E
CEBPZ,DDX10
CEBPZ,DDX18
CEBPZ,GNL2
CEBPZ,BOP1
CEBPZ,WDR3
CEBPZ,RRP1
CEBPZ,DDX55
CEBPZ,GLTSCR2
CEBPZ,DDX27
CEBPZ,PPAN
CEBPZ,RBM28
CEBPZ,DDX52
CEBPZ,NOC4L
CEBPZ,NOP56
CEBPZ,CIRH1A
CEBPZ,NSUN2
CEBPZ,ABCE1
CEBPZ,WDR46
CEBPZ,NIP7
CEBPZ,UTP23
CEBPZ,RSL24D1
CEBPZ,UTP3
CEBPZ,NOL6
CEBPZ,NIFK
CEBPZ,NSUN3
CEBPZ,KCTD19
CEBPZ,TSR1
CEBPZ,WDR74
CEBPZ,PDCD11
PDCD11,CEBPZ
CEBPZ,UTP18
CEBPZ,NOP9
CEBPZ,AATF
AATF,CEBPZ
CEBPZ,DDX56
CEBPZ,MPHOSPH10
CEBPZ,NOP2
CEBPZ,WDR12
CEBPZ,TEX10
CEBPZ,FTSJ3
CEBPZ,HEATR1
CEBPZ,GNL3L
CEBPZ,NVL
CEBPZ,LOC102642514
CEBPZ,NSA2
CEBPZ,RRP9
CEBPZ,URB1
CEBPZ,PWP2
CEBPZ,SDAD1
CEBPZ,UTP14A
CEBPZ,WDR75
CEBPZ,UTP15
CEBPZ,UTP20
CEBPZ,IMP4
CEBPZ,BRIX1
AHR,CYP1B1
ARNT,CYP1B1
CNOT6L,VAPA
BMP4,TWSG1
PTHLH,LHCGR
PTH,LHCGR
GCGR,LHCGR
EPAS1,PSMD7
EPAS1,CITED2
CITED2,EPAS1
EPAS1,CCDC22
EPAS1,UBE2D2A
EPAS1,PSMB6
EPAS1,PSME1
EPAS1,PSMB3
EPAS1,CREBBP
CREBBP,EPAS1
EPAS1,UBE2D1
EPAS1,PSMC6
EPAS1,UBC
EPAS1,PSMD9
EPAS1,CUL2
EPAS1,COMMD1
EPAS1,HIF1AN
HIF1AN,EPAS1
EPAS1,PSMD10
EPAS1,LIMD1
EPAS1,EP300
EP300,EPAS1
EPAS1,PSMA3
EPAS1,ARNTL
ARNTL,EPAS1
EPAS1,CAR9
EPAS1,PSMB10
EPAS1,EGLN1
EPAS1,PSME4
EPAS1,PSMB7
EPAS1,TCEB2
TCEB2,EPAS1
EPAS1,COMMD2
EPAS1,PSMD2
EPAS1,PSMA5
EPAS1,DCUN1D2
EPAS1,ARNT2
ARNT2,EPAS1
EPAS1,PSMD6
EPAS1,COMMD10
EPAS1,WTIP
EPAS1,PSMD13
EPAS1,COMMD8
EPAS1,PSMB5
EPAS1,PSMC3
EPAS1,PSMD8
EPAS1,EGLN3
EPAS1,UBE2D3
EPAS1,GM8430
EPAS1,RPS27A
EPAS1,EPO
EPO,EPAS1
EPAS1,PSMD3
EPAS1,PSME2
EPAS1,PSME2B
EPAS1,COMMD7
EPAS1,DCUN1D5
EPAS1,PSMF1
EPAS1,COMMD4
EPAS1,AJUBA
EPAS1,ARNT
ARNT,EPAS1
EPAS1,PSMC5
EPAS1,PSMD11
EPAS1,PSMB11
EPAS1,PSMA7
EPAS1,COMMD6
EPAS1,UBXN7
EPAS1,HIF1A
HIF1A,EPAS1
EPAS1,PSMD5
EPAS1,PSMB4
EPAS1,NEDD8
EPAS1,PSME3
EPAS1,PSMD14
EPAS1,PSMA6
EPAS1,PSMD4
EPAS1,RBX1
EPAS1,GM9840
EPAS1,PSMA4
EPAS1,COMMD3
EPAS1,TCEB1
TCEB1,EPAS1
EPAS1,LOC102642819
EPAS1,VHL
VHL,EPAS1
EPAS1,PSMC1
EPAS1,PSMC2
EPAS1,PSMB1
EPAS1,PSMD1
EPAS1,PSMB9
EPAS1,MMP3
EPAS1,DCUN1D4
EPAS1,PSMD12
EPAS1,COMMD9
EPAS1,EGLN2
EPAS1,HIF3A
HIF3A,EPAS1
EPAS1,PSMB8
EPAS1,PSMB2
EPAS1,PSMC4
EPAS1,PSMA8
RALA,RHOQ
SOS1,RHOQ
SOS2,RHOQ
MCM6,MSH2
MCM3,MSH2
CDC5L,MSH2
MCM4,MSH2
MCM2,MSH2
TRP53BP1,MSH2
MCM7,MSH2
XRCC5,MSH2
RAD51,MSH2
PMS1,MSH2
MCM5,MSH2
XRCC6,MSH2
BRCA1,MSH2
ERCC8,MSH2
SMARCAD1,MSH2
ATM,MSH2
TIMELESS,MSH2
RFC1,MSH2
XPC,MSH2
GTF2A1L,GTF2F2
GTF2F2,GTF2A1L
GTF2A1L,POLR2C
POLR2C,GTF2A1L
GTF2A1L,POLR2B
POLR2B,GTF2A1L
GTF2A1L,ERCC3
ERCC3,GTF2A1L
GTF2A1L,POLR2D
POLR2D,GTF2A1L
GTF2A1L,POLR2F
POLR2F,GTF2A1L
GTF2A1L,LOC102642697
GTF2A1L,GTF2A2
GTF2A2,GTF2A1L
GTF2A1L,TBPL1
TBPL1,GTF2A1L
GTF2A1L,POLR2A
POLR2A,GTF2A1L
GTF2A1L,GTF2E1
GTF2E1,GTF2A1L
GTF2A1L,GTF2F1
GTF2F1,GTF2A1L
GTF2A1L,TBPL2
GTF2A1L,TBP
TBP,GTF2A1L
GTF2A1L,POLR2L
GTF2A1L,GTF2A1
GTF2A1,GTF2A1L
GTF2A1L,STON1
GTF2A1L,GTF2H5
GTF2A1L,POLR2G
POLR2G,GTF2A1L
GTF2A1L,LOC102640226
GTF2A1L,POLR2H
POLR2H,GTF2A1L
GTF2A1L,LOC102641086
GTF2A1L,LOC100862456
GTF2A1L,POLR2K
POLR2K,GTF2A1L
GTF2A1L,GTF2B
GTF2B,GTF2A1L
GTF2A1L,POLR2I
POLR2I,GTF2A1L
GTF2A1L,GTF2H4
GTF2H4,GTF2A1L
MCM6,MEIOB
MCM3,MEIOB
ORC2,MEIOB
MCM4,MEIOB
MCM2,MEIOB
MCM7,MEIOB
SSRP1,MEIOB
RAD51,MEIOB
MCM5,MEIOB
TIMELESS,MEIOB
KEAP1,SPSB3
FEM1B,SPSB3
ASB1,SPSB3
COPS5,SPSB3
ASB4,SPSB3
COPS2,SPSB3
ASB12,SPSB3
ASB9,SPSB3
ASB3,SPSB3
ZBTB16,SPSB3
TCEB2,SPSB3
ASB6,SPSB3
TCEB1,SPSB3
LMO7,SPSB3
VHL,SPSB3
ASB15,SPSB3
NME2,NME3
POLR2F,NME3
POLR2A,NME3
POLR2B,NME3
POLR1B,NME3
POLR3B,NME3
TULP3,IFT140
DMP1,C3
DMP1,LOC102642251
PA2G4,C3
PA2G4,LOC102642251
BMP4,C3
BMP4,LOC102642251
MEN1,C3
MEN1,LOC102642251
MAPK1,C3
MAPK1,LOC102642251
CSF1,C3
CSF1,LOC102642251
SOX8,POU3F3
POU3F3,SOX8
SOX8,PAX3
PAX3,SOX8
SOX8,NR5A1
NR5A1,SOX8
SOX8,FOXL2
FOXL2,SOX8
SOX8,OLIG2
OLIG2,SOX8
POLR2C,NME4
NME2,NME4
POLR2F,NME4
POLR3D,NME4
TAF9,NME4
POLR2B,NME4
POLR1C,NME4
POLR1B,NME4
POLR3K,NME4
POLR2H,NME4
POLR3B,NME4
GCFC2,TMEM8
POLR3K,RGS11
FOS,DUSP1
TNF,DUSP1
ZFP36,DUSP1
JUN,DUSP1
MAPK14,DUSP1
NR4A1,DUSP1
MAPK12,DUSP1
IL10,DUSP1
TSC22D3,DUSP1
EGR1,DUSP1
MAPK1,DUSP1
MAPK10,DUSP1
MAPK8,DUSP1
MAPK9,DUSP1
FOSB,DUSP1
MAPK11,DUSP1
BTG2,DUSP1
MAPK13,DUSP1
MAPK3,DUSP1
PHF1,CUTA
KDM4B,NBN
KDM4B,ESR1
ESR1,KDM4B
KDM4B,PIAS4
PIAS4,KDM4B
KDM4B,KAT5
KAT5,KDM4B
KDM4B,HIST1H2BK
KDM4B,NR5A2
NR5A2,KDM4B
KDM4B,UBC
KDM4B,H2AFX
KDM4B,ZFP217
ZFP217,KDM4B
KDM4B,MDC1
KDM4B,NCOA3
NCOA3,KDM4B
KDM4B,TRP53BP1
TRP53BP1,KDM4B
KDM4B,UBE2V2
KDM4B,HERC2
KDM4B,RNF8
KDM4B,HIST1H2BM
KDM4B,HIST2H2AA1
KDM4B,HIST1H2AL
KDM4B,HIST2H2AA2
KDM4B,H2AFB3
KDM4B,KDM6B
KDM6B,KDM4B
KDM4B,JMJD1C
JMJD1C,KDM4B
KDM4B,GM8430
KDM4B,RPS27A
KDM4B,H2AFJ
KDM4B,RAD50
KDM4B,H2AFZ
KDM4B,HIST1H2BB
HIST1H2BB,KDM4B
KDM4B,H2AFV
KDM4B,KDM2B
KDM2B,KDM4B
KDM4B,HIST2H3B
KDM4B,HIST1H3F
KDM4B,HIST1H3E
KDM4B,HIST1H3D
KDM4B,HIST1H3C
KDM4B,HIST1H3B
KDM4B,HIST2H3C2
KDM4B,HIST2H3C1
KDM4B,MRE11A
KDM4B,KDM4A
KDM4A,KDM4B
KDM4B,SUMO1
KDM4B,WHSC1
WHSC1,KDM4B
KDM4B,ATM
ATM,KDM4B
KDM4B,LOC102641751
KDM4B,UBE2I
KDM4B,HIST2H2BE
KDM4B,KDM3A
KDM4B,HIST1H2BA
KDM4B,KDM3B
KDM4B,RNF168
KDM4B,KDM1A
KDM4B,LOC102642045
KDM4B,H3F3C
KDM4B,H3F3B
KDM4B,GM12657
KDM4B,H3F3A
KDM4B,GM10257
KDM4B,H2AFB2
KDM4B,GM14920
MLLT1,NELFE
MLLT1,GTF2H2
GTF2H2,MLLT1
MLLT1,GTF2F2
GTF2F2,MLLT1
MLLT1,RTF1
MLLT1,POLR2C
POLR2C,MLLT1
MLLT1,POLR2B
POLR2B,MLLT1
MLLT1,WDR38
MLLT1,ERCC3
ERCC3,MLLT1
MLLT1,SUPT5
MLLT1,CTR9
CTR9,MLLT1
MLLT1,PAF1
MLLT1,NELFA
MLLT1,MEIS1
MEIS1,MLLT1
MLLT1,GM3258
MLLT1,SUPT4A
MLLT1,NCBP1
MLLT1,KAT6A
MLLT1,POLR2D
POLR2D,MLLT1
MLLT1,POLR2F
POLR2F,MLLT1
MLLT1,ERCC2
ERCC2,MLLT1
MLLT1,CCNT2
MLLT1,DOT1L
DOT1L,MLLT1
MLLT1,MNAT1
MLLT1,TCEA1
TCEA1,MLLT1
MLLT1,TCEB3
TCEB3,MLLT1
MLLT1,WDR61
MLLT1,AFF1
MLLT1,GTF2H1
GTF2H1,MLLT1
MLLT1,GTF2F1
GTF2F1,MLLT1
MLLT1,CDK9
MLLT1,CBX8
CBX8,MLLT1
MLLT1,CCNK
MLLT1,CDC73
MLLT1,IWS1
MLLT1,POLR2L
MLLT1,EAF2
MLLT1,TCEB2
TCEB2,MLLT1
MLLT1,GTF2H3
GTF2H3,MLLT1
MLLT1,ELL
ELL,MLLT1
MLLT1,CCNT1
MLLT1,SUPT6
MLLT1,HOXA9
HOXA9,MLLT1
MLLT1,NCBP2
MLLT1,EAF1
MLLT1,TCEB1
TCEB1,MLLT1
MLLT1,LOC102642819
MLLT1,MLLT6
MLLT1,CDK7
MLLT1,DMAP1
DMAP1,MLLT1
MLLT1,TAF3
MLLT1,SSRP1
SSRP1,MLLT1
MLLT1,LEO1
MLLT1,MLLT10
MLLT10,MLLT1
MLLT1,POLR2J
POLR2J,MLLT1
MLLT1,MLLT3
MLLT3,MLLT1
MLLT1,GTF2H5
