Gene1,Gene2
TFAP2C,KLF4
TFAP2C,NANOS3
TFAP2C,SFRP1
TFAP2D,BHLHE23
TFAP2D,POU4F3
TFCP2,TYMS
TFDP1,CCND1
TFDP1,CDKN1A
TFDP1,MYBL2
TFDP1,TCF3
TFDP1,TRP53
TFE3,PPARGC1A
TFE3,TXNIP
TGFB1,COL1A2
TGFB1,FOXP3
TGFB1,KLF6
TGFB1,MYCN
TGFB1,TBX21
TGFB1I1,AR
TGFB1I1,CCL2
TGFB1I1,RGCC
TGFB1I1,TGFB1
TGFB1I1,TPT1
THRA,ABCD2
THRA,JAG1
THRAP3,CEBPA
THRAP3,FABP4
THRAP3,PPARG
THRB,ABCD2
THRB,CCND1
THRB,MLXIPL
THRB,TSHB
TIAL1,THY1
TLE2,ARX
TLE2,HES1
TLE2,NKX2-2
TLE2,NKX6-1
TLE3,NANOG
TLE3,NKX2-2
TLR4,CSF3
TLX3,POU4F1
TLX3,PRRXL1
TLX3,RET
TNF,CASP3
TNF,MMP9
TNFAIP3,BAX
TNFAIP3,PPARA
TOB1,CCND1
TRIM13,APOA1
TRIM13,PPIG
TRIM24,STAT1
TRIM28,HBB-Y
TRIM28,MYC
TRIM28,SOX9
TRIM28,ZFX
TRIM32,CCL20
TRP53,ABCB1B
TRP53,ABCC1
TRP53,AFP
TRP53,AGT
TRP53,AGTR1A
TRP53,AMELX
TRP53,ANKRD1
TRP53,APAF1
TRP53,ATF3
TRP53,AXL
TRP53,ADGRB1
TRP53,BAK1
TRP53,BAX
TRP53,BBC3
TRP53,BCL2
TRP53,BIRC5
TRP53,BTG2
TRP53,CASP3
TRP53,CASP6
TRP53,CASP7
TRP53,CASP8
TRP53,CCNA2
TRP53,CCNB1
TRP53,CCNB2
TRP53,CDC2B
TRP53,CDK2
TRP53,CDK5
TRP53,CDKN1A
TRP53,CDKN1B
TRP53,CDKN1C
TRP53,CDKN2C
TRP53,CHEK1
TRP53,CKAP2
TRP53,CKM
TRP53,CKS1B
TRP53,COL2A1
TRP53,CXCR2
TRP53,D7ERTD443E
TRP53,DDIT4
TRP53,DUSP1
TRP53,DUSP2
TRP53,DUSP4
TRP53,DYRK1A
TRP53,E2F1
TRP53,E4F1
TRP53,EDIL3
TRP53,EGR1
TRP53,EI24
TRP53,ELF4
TRP53,EPCAM
TRP53,UHRF1BP1
TRP53,FAS
TRP53,FOS
TRP53,FOXM1
TRP53,FOXO3
TRP53,FOXP3
TRP53,FPR1
TRP53,GABRE
TRP53,GADD45A
TRP53,GAP43
TRP53,GDF15
TRP53,GLIPR1
TRP53,GSK3B
TRP53,GTSE1
TRP53,HDGF
TRP53,HGF
TRP53,HIPK2
TRP53,HMOX1
TRP53,HRAS
TRP53,HSPA1B
TRP53,ID2
TRP53,IFI202B
TRP53,IGF1R
TRP53,INS2
TRP53,INSR
TRP53,KLF2
TRP53,KRT19
TRP53,LIF
TRP53,LTF
TRP53,MXI1
TRP53,MAP4
TRP53,MAPK1
TRP53,MCM7
TRP53,MCTS1
TRP53,MDM2
TRP53,MET
TRP53,MGMT
TRP53,MIR34A
TRP53,MMP2
TRP53,MT1
TRP53,MYC
TRP53,MYOD1
TRP53,MYOG
TRP53,NANOG
TRP53,NDRG1
TRP53,NEUROD2
TRP53,NFKB1
TRP53,NKX2-5
TRP53,NKX3-1
TRP53,NOTCH1
TRP53,NR0B2
TRP53,NR3C1
TRP53,NUPR1
TRP53,OLFR17
TRP53,PAPPA
TRP53,PAX2
TRP53,PCBP2
TRP53,PCNA
TRP53,PDGFRB
TRP53,PER2
TRP53,PERP
TRP53,PIAS3
TRP53,PKD1
TRP53,PLA2G16
TRP53,PLK3
TRP53,PMAIP1
TRP53,PML
TRP53,PMP2
TRP53,POLK
TRP53,PRNP
TRP53,PROX1
TRP53,PSEN1
TRP53,PSME3
TRP53,PSRC1
TRP53,PTEN
TRP53,PTGDS
TRP53,PTGS2
TRP53,PTK2
TRP53,PTPRV
TRP53,RAP2B
TRP53,RCHY1
TRP53,REEP5
TRP53,RELA
TRP53,RPS6KA1
TRP53,RRM2B
TRP53,RUNX1
TRP53,SALL2
TRP53,SERPINB5
TRP53,SERPINE1
TRP53,SESN1
TRP53,SIAH1B
TRP53,SIN3A
TRP53,SIVA1
TRP53,SLC19A2
TRP53,SLC2A4
TRP53,SLC6A6
TRP53,SMAD3
TRP53,SMURF1
TRP53,SOD2
TRP53,SRC
TRP53,SREBF1
TRP53,STEAP3
TRP53,TCF4
TRP53,TCF7L2
TRP53,TERT
TRP53,TFF2
TRP53,THBS1
TRP53,TNFRSF10B
TRP53,TPT1
TRP53,TRP53
TRP53,TRP53INP1
TRP53,TRP73
TRP53,TYMS
TRP53,UHRF1
TRP53,UPP1
TRP53,ZFP385A
TRP53,KLF4
TRP53BP1,ATM
TRP53BP1,BRCA1
TRP53BP1,CHEK2
TRP53BP1,HC1
TRP63,CDKN1A
TRP63,EVPL
TRP63,IRF6
TRP63,KRT14
TRP63,PTK2
TRP63,NECTIN1
TRP63,SATB1
TRP63,SMARCA4
TRP63,SMARCD3
TRP63,VEGFA
TRP73,BAX
TRP73,BBC3
TRP73,CASP8AP2
TRP73,CDKN1A
TRP73,CDKN1C
TRP73,E2F1
TRP73,FOXO3
TRP73,GLS2
TRP73,HEY2
TRP73,ITCH
TRP73,MDM2
TRP73,NGFR
TRP73,NR3C1
TRP73,PTEN
TRP73,PDGFRB
TRP73,PMAIP1
TRP73,PSRC1
TRP73,TPT1
TRP73,TRP53
TRPS1,BGLAP
TRPS1,DSPP
TRPS1,RUNX1
TRPS1,RUNX2
TRPS1,STAT3
TRRAP,MITF
TSG101,MDM2
TSHZ3,MYOG
TTF1,SFTPC
TTF2,TG
TTF2,TPO
TWIST1,ABCG2
TWIST1,ALX3
TWIST1,BRD4
TWIST1,CDH1
TWIST1,CDKN1A
TWIST1,CKM
TWIST1,COL2A1
TWIST1,DKK1
TWIST1,ESR1
TWIST1,FGF10
TWIST1,FGF2
TWIST1,FGFR2
TWIST1,HOXA9
TWIST1,IL12RB2
TWIST1,IL6RA
TWIST1,MME
TWIST1,PDGFRA
TWIST1,POSTN
TWIST1,RUNX3
TWIST1,SHH
TWIST1,SOX10
TWIST1,SOX9
TWIST1,TBX20
TWIST1,TBX21
TWIST1,TEK
TWIST1,TNF
TWIST1,TRP53
TWIST1,ZEB1
TWIST1,ZYX
TWIST2,ADD1
TWIST2,CDKN1A
TWIST2,CKM
TWIST2,DKK1
TWIST2,MSX1
TWIST2,SREBF1
UBE2K,NFE2L2
USF1,ALX3
USF1,APOA5
USF1,BDNF
USF1,CES2C
USF1,CIITA
USF1,COL1A1
USF1,PF4
USF1,CYP1A1
USF1,FASN
USF1,FMR1
USF1,FSHR
USF1,GATA5
USF1,LIPE
USF1,MT1
USF1,PDX1
USF1,PIGR
USF1,PRND
USF1,REN1
USF1,SPP1
USF1,TNFAIP3
USF2,ALX3
USF2,APOA5
USF2,BDNF
USF2,COL1A1
USF2,PF4
USF2,FASN
USF2,FMR1
USF2,FSHR
USF2,HMOX1
USF2,LIPE
USF2,MT1
USF2,PIGR
USF2,REN1
USF2,SPP1
UTF1,TCF3
VAX2,PAX6
VDR,CTNNB1
VDR,CYP3A41A
VDR,IGFBP3
VDR,LRP5
VDR,NPHS1
VDR,RUNX2
VDR,SPP1
VDR,TNFSF11
VEZF1,EDN1
VEZF1,MORF4L1
VEZF1,MRGBP
VEZF1,STMN1
VHL,EPO
VHL,HIF1A
VHL,TFAM
VSX2,MITF
VSX2,NES
VSX2,VSX1
WHSC1L1,CYP17A1
WNT1,CCND1
WNT1,CCND3
WNT1,CDKN1B
WNT1,CORO1A
WNT5A,PTX3
WNT5A,RET
WT1,ADAMTS16
WT1,AMH
WT1,AMHR2
WT1,CORO1B
WT1,CSF1
WT1,EPO
WT1,IGF2
WT1,IL10
WT1,INHA
WT1,NPHS1
WT1,NR5A1
WT1,PAX2
WT1,POU4F2
WT1,SNAI2
WT1,STIM1
WT1,VEGFA
WT1,WNT4
WWP1,TRP53
WWTR1,GLIS3
WWTR1,OFD1
WWTR1,TSC1
WWTR1,ZEB1
XBP1,BHLHA15
XBP1,ERN1
XBP1,FASN
XBP1,FOXO1
XBP1,HERPUD1
XBP1,IRF4
XBP1,PAX5
XBP1,POU2AF1
XBP1,PRDM1
XBP1,SETD7
XBP1,STARD5
XBP1,TMBIM6
XBP1,VEGFA
XPC,CETN2
XRCC5,APAF1
XRCC5,IL2
XRCC6,APAF1
XRCC6,BGLAP
XRCC6,IL2
YBX1,ABCB1A
YBX1,AVP
YBX1,BMI1
YBX1,EGFR
YBX1,MIA
YBX1,NONO
YBX1,SLC2A3
YY1,AMELX
YY1,CDH1
YY1,CDKN2C
YY1,COL1A1
YY1,CPOX
YY1,EGF
YY1,FOS
YY1,H2-EA-PS
YY1,HSPA5
YY1,ID4
YY1,IFNB1
YY1,LAMA1
YY1,MSX2
YY1,NKX2-5
YY1,NR3C1
YY1,OTX2
YY1,PAX2
YY1,PEG3
YY1,RB1
YY1,RGS16
YY1,SERPINE1
YY1,TCF4
YY1,TNFRSF4
YY1,TOP3A
YY1,TRF
YY1,TRP53
YY1,ZHX1
ZBTB16,CDKN1A
ZBTB16,DDIT4
ZBTB17,MAPK8
ZBTB17,SLC11A1
ZBTB2,TRP53
ZBTB20,SOX9
ZBTB32,CIITA
ZBTB33,BCL6
ZBTB33,CTNNB1
ZBTB33,MMP7
ZBTB33,RAPSN
ZBTB33,WNT11
ZBTB33,ZFP131
ZBTB38,MYOG
ZBTB7A,BCL2L11
ZBTB7A,CCNA2
ZBTB7A,CDKN2A
ZBTB7A,COMP
ZBTB7A,CREB3
ZBTB7A,NFATC1
ZEB1,CCNG2
ZEB1,CD4
ZEB1,CDH1
ZEB1,GATA3
ZEB1,IL2
ZEB1,ITGA4
ZEB1,ITGA7
ZEB1,MIA
ZEB1,MITF
ZEB1,PKP3
ZEB1,RBL2
ZEB1,ST3GAL5
ZEB1,TGFB1
ZEB1,TRP73
ZEB2,CDH1
ZEB2,OCLN
ZFP13,MPV17L
ZFP143,NANOG
ZFP143,TCP1
ZFP148,CDKN1A
ZFP148,GATA1
ZFP148,RNLS
ZFP148,SPI1
ZFP148,TAL1
ZFP148,TPH1
ZFP263,COL11A2
ZFP277,CDKN2A
ZFP281,NANOG
ZFP335,REST
ZFP36,IL2
ZFP36,NFKB1
ZFP384,NFKB1
ZFP385A,CEBPA
ZFP385A,TRP53
ZFP410,MMP1A
ZFP42,TSIX
ZFP423,EBF1
ZFP423,PPARG
ZFP423,SMAD1
ZFP423,SMAD4
ZFP488,OLIG1
ZFP513,ARR3
ZFP513,PAX6
ZFP513,RBP3
ZFP513,SP4
ZFP523,TCP1
ZFP64,HES1
ZFP64,HEY1
ZFPM1,FCER1G
ZFPM1,GATA3
ZFPM1,HAMP
ZFPM1,ITGA2B
ZFPM1,MS4A2
ZFPM2,GATA4
ZFPM2,LHX9
ZFPM2,SOX9
ZHX3,WT1
ZHX3,ZHX1
ZHX3,ZHX2
ZIC1,ABHD14A
ZIC1,ATOH1
ZIC2,AFP
ZIC2,EPHA4
ZIC2,MYF5
ZIC2,ROBO3
ZIC2,SLC6A4
ZIC3,NANOG
ZSCAN10,NANOG
ZSCAN10,POU5F1
AATF,FOXP3
AATF,MAGED1
AATF,NGFR
AATF,RB1
AATF,TSG101
ABL1,ABL1
ABL1,ASRGL1
ABL1,CBL
ABL1,CBLB
ABL1,CBLC
ABL1,CD55
ABL1,CISH
ABL1,CRK
ABL1,CRKL
ABL1,DAF2
ABL1,DOK1
ABL1,DOK3
ABL1,EPHA1
ABL1,EPHA2
ABL1,EPHA3
ABL1,EPHA4
ABL1,EPHA5
ABL1,EPHA6
ABL1,EPHA7
ABL1,EPHA8
ABL1,EPHB1
ABL1,EPHB2
ABL1,EPHB3
ABL1,EPHB4
ABL1,EPHB6
ABL1,GRAP2
ABL1,GRB2
ABL1,INPP5D
ABL1,KAT5
ABL1,MYC
ABL1,NCK1
ABL1,NTRK1
ABL1,NTRK2
ABL1,NTRK3
ABL1,PARK2
ABL1,PTPN11
ABL1,PXN
ABL1,RAC1
ABL1,RAC2
ABL1,RAC3
ABL1,RB1
ABL1,RIN1
ABL1,SHC1
ABL1,SHC2
ABL1,SHC3
ABL1,SHC4
ABL1,STAT5A
ABL1,STAT5B
ABT1,GM4275
ABT1,IGHMBP2
ABT1,TBP
ABTB1,DMRTC2
ABTB1,EWSR1
ABTB1,TLX3
ADNP,CACNB1
ADNP,CBX5
ADNP,TFCP2L1
AEBP1,GMEB2
AEBP1,NFE2
AEBP2,EED
AEBP2,EZH1
AEBP2,EZH2
AES,AES
AES,MSX1
AES,POU2F1
AES,SIX3
AES,SIX6
AES,TLE1
AES,TLE4
AES,TRAF1
AFF4,CDK9
AFF4,GHRL
AFF4,SIAH1A
AGAP3,FOS
AGAP3,PML
AHCTF1,APITD1
AHCTF1,AURKB
AHCTF1,B9D2
AHCTF1,BIRC5
AHCTF1,BUB1B
AHCTF1,BUB3
AHCTF1,CASC5
AHCTF1,CCDC99
AHCTF1,CDC20
AHCTF1,CENPA
AHCTF1,CENPC1
AHCTF1,CENPH
AHCTF1,CENPI
AHCTF1,CENPK
AHCTF1,CENPL
AHCTF1,CENPM
AHCTF1,CENPN
AHCTF1,CENPO
AHCTF1,CENPP
AHCTF1,CENPT
AHCTF1,CLASP1
AHCTF1,CLASP2
AHCTF1,CLIP1
AHCTF1,FOXP3
AHCTF1,ITGB3BP
AHCTF1,KIF18A
AHCTF1,KIF2A
AHCTF1,KIF2B
AHCTF1,KIF2C
AHCTF1,KNTC1
AHCTF1,MAD1L1
AHCTF1,MAPRE1
AHCTF1,MIS12
AHCTF1,MLF1IP
AHCTF1,NANOG
AHCTF1,NDC80
AHCTF1,NDE1
AHCTF1,NDEL1
AHCTF1,NUDC
AHCTF1,NUP107
AHCTF1,NUP133
AHCTF1,NUP160
AHCTF1,NUP37
AHCTF1,NUP43
AHCTF1,NUP85
AHCTF1,NXF1
AHCTF1,PAFAH1B1
AHCTF1,PLK1
AHCTF1,PMF1
AHCTF1,POM121
AHCTF1,RANBP2
AHCTF1,RANGAP1
AHCTF1,RCC2
AHCTF1,SEC13
AHCTF1,SEH1L
AHCTF1,SGOL1
AHCTF1,SGOL2
AHCTF1,SKA1
AHCTF1,SPC24
AHCTF1,SPC25
AHCTF1,TAOK1
AHCTF1,ZW10
AHCTF1,ZWILCH
AHR,0610007P14RIK
AHR,0610009L18RIK
AHR,0610010K14RIK
AHR,0610039K10RIK
AHR,1110006O24RIK
AHR,1110028F11RIK
AHR,1110054M08RIK
AHR,1110067D22RIK
AHR,1600002H07RIK
AHR,1600021P15RIK
AHR,1700001G17RIK
AHR,1700007I08RIK
AHR,1700007K13RIK
AHR,1700008J07RIK
AHR,1700012D14RIK
AHR,1700016G22RIK
AHR,1700018L02RIK
AHR,1700020I14RIK
AHR,1700029J11RIK
AHR,1700031A10RIK
AHR,1700034P13RIK
AHR,1700061J05RIK
AHR,1700084E18RIK
AHR,1700095B22RIK
AHR,1700125G02RIK
AHR,1810012P15RIK
AHR,1810026B05RIK
AHR,1810031K17RIK
AHR,1810043H04RIK
AHR,2210039B01RIK
AHR,2310011J03RIK
AHR,2310034G01RIK
AHR,2410004I01RIK
AHR,2410015M20RIK
AHR,2410075B13RIK
AHR,2610002J02RIK
AHR,2610027K06RIK
AHR,2610035F20RIK
AHR,2610100L16RIK
AHR,2700023E23RIK
AHR,2810011L19RIK
AHR,2810013P06RIK
AHR,2810428I15RIK
AHR,2900053A13RIK
AHR,2900055J20RIK
AHR,2900092E17RIK
AHR,3230401D17RIK
AHR,3830408C21RIK
AHR,4732491K20RIK
AHR,4833403I15RIK
AHR,4921524J17RIK
AHR,4930412O13RIK
AHR,4930422G04RIK
AHR,4930488L21RIK
AHR,4930509E16RIK
AHR,4930542D17RIK
AHR,4930570G19RIK
AHR,4931428F04RIK
AHR,4932411E22RIK
AHR,4932441J04RIK
AHR,4933407P14RIK
AHR,4933426M11RIK
AHR,4933434E20RIK
AHR,4933436C20RIK
AHR,5430405H02RIK
AHR,5430417L22RIK
AHR,5730494M16RIK
AHR,5930403L14RIK
AHR,6230400D17RIK
AHR,6330418K02RIK
AHR,6330545A04RIK
AHR,6330578E17RIK
AHR,6430704M03RIK
AHR,9030612E09RIK
AHR,9130023H24RIK
AHR,9130206I24RIK
AHR,9330158H04RIK
AHR,9430038I01RIK
AHR,9430041J12RIK
AHR,9530036O11RIK
AHR,9530052E02RIK
AHR,9530082P21RIK
AHR,A230065H16RIK
AHR,A230070E04RIK
AHR,A230072C01RIK
AHR,A330032B11RIK
AHR,A330033J07RIK
AHR,A330041J22RIK
AHR,A330069E16RIK
AHR,A530013C23RIK
AHR,A630072M18RIK
AHR,A830018L16RIK
AHR,A830082K12RIK
AHR,A930004D18RIK
AHR,A930016O22RIK
AHR,AAAS
AHR,ABHD10
AHR,ABLIM2
AHR,ACADSB
AHR,ACAT2
AHR,ACOT1
AHR,ACOT2
AHR,ACOT6
AHR,ACTG1
AHR,ACTN1
AHR,ACTR1A
AHR,ADAM12
AHR,ADAM15
AHR,ADAM23
AHR,ADAM9
AHR,ADAMTSL3
AHR,ADC
AHR,ADCY1
AHR,ADPRHL2
AHR,ADRA1D
AHR,AFAP1L1
AHR,AGAP1
AHR,AGAP3
AHR,AGRN
AHR,AGXT2L2
AHR,AHCYL1
AHR,AHCYL2
AHR,AI462493
AHR,AI480653
AHR,AI848285
AHR,AIP
AHR,ALCAM
AHR,ALKBH5
AHR,ALKBH7
AHR,ALX1
AHR,AMD1
AHR,AMD2
AHR,AMMECR1
AHR,AMMECR1L
AHR,AMPD2
AHR,ANGPTL2
AHR,ANKHD1
AHR,ANKRD27
AHR,ANKRD28
AHR,ANKRD39
AHR,ANKRD40
AHR,ANKS1
AHR,ANXA6
AHR,AP2B1
AHR,AP4S1
AHR,APEH
AHR,APLN
AHR,APLP1
AHR,APLP2
AHR,APOM
AHR,AQP3
AHR,ARC
AHR,ARF4
AHR,ARFGAP2
AHR,ARFGEF1
AHR,ARHGAP33
AHR,ARHGAP44
AHR,ARHGDIA
AHR,ARHGEF25
AHR,ARID3A
AHR,ARL8A
AHR,ARMC6
AHR,ARNT
AHR,ARRB1
AHR,ARSG
AHR,ART1
AHR,ARX
AHR,ASCC2
AHR,ASPDH
AHR,ASPHD1
AHR,ASTN2
AHR,ASXL1
AHR,ATF2
AHR,ATF3
AHR,ATF5
AHR,ATF7IP
AHR,ATG3
AHR,ATL2
AHR,ATP12A
AHR,ATP2B1
AHR,ATP6AP2
AHR,ATP8A1
AHR,ATP8B5
AHR,ATXN7L2
AHR,AU022754
AHR,AUTS2
AHR,AV039307
AHR,AVPR2
AHR,AXIN2
AHR,B130024G19RIK
AHR,B230323A14RIK
AHR,B3GALT2
AHR,B4GALT2
AHR,BAG1
AHR,BAI2
AHR,BAIAP2L2
AHR,BANF1
AHR,BB283400
AHR,BC003266
AHR,BC017158
AHR,BC017647
AHR,BC024479
AHR,BC033916
AHR,BC057079
AHR,BCAP31
AHR,BCAT2
AHR,BCL11A
AHR,BCL11B
AHR,BCR
AHR,BECN1
AHR,BET1L
AHR,BFSP1
AHR,BHLHE22
AHR,BHLHE40
AHR,BHLHE41
AHR,BIRC6
AHR,BLOC1S1
AHR,BNC2
AHR,BOLA2
AHR,BOP1
AHR,BRD7
AHR,BRSK1
AHR,BRSK2
AHR,BTAF1
AHR,BTBD9
AHR,BTG2
AHR,C130021I20RIK
AHR,C130080G10RIK
AHR,C1GALT1
AHR,C1QBP
AHR,C230052I12RIK
AHR,C230081A13RIK
AHR,C2CD2L
AHR,C4B
AHR,C530005A16RIK
AHR,C77370
AHR,CACNA1B
AHR,CACNA1C
AHR,CACNA1G
AHR,CACNA2D2
AHR,CACNB3
AHR,CACNG1
AHR,CACNG4
AHR,CALCOCO1
AHR,CALCR
AHR,CAMK2B
AHR,CAMK2D
AHR,CAMKV
AHR,CAR10
AHR,CBFA2T3
AHR,CBLN1
AHR,CBX6
AHR,CBX7
AHR,CCDC106
AHR,CCDC107
AHR,CCDC130
AHR,CCDC85B
AHR,CCL27A
AHR,CCND2
AHR,CCNL1
AHR,CCNT1
AHR,CD320
AHR,CD3EAP
AHR,CD83
AHR,CDC14A
AHR,CDC26
AHR,CDC42
AHR,CDC42EP5
AHR,CDK2AP2
AHR,CDK6
AHR,CDKN2AIPNL
AHR,CELF1
AHR,CELF2
AHR,CENPO
AHR,CFL1
AHR,CHCHD10
AHR,CHD3
AHR,CHD6
AHR,CHD7
AHR,CHMP1A
AHR,CHMP2A
AHR,CHMP5
AHR,CHMP7
AHR,CHRD
AHR,CHRM4
AHR,CHRNE
AHR,CIB1
AHR,CIC
AHR,CIDEA
AHR,CINP
AHR,CITED1
AHR,CKS1B
AHR,CLCNKA
AHR,CLDN18
AHR,CLDN5
AHR,CLDN7
AHR,CLOCK
AHR,CLSPN
AHR,CNBP
AHR,CNNM1
AHR,CNPY2
AHR,CNR1
AHR,CNTFR
AHR,COASY
AHR,COBLL1
AHR,COL12A1
AHR,CPEB2
AHR,CPEB4
AHR,CPSF7
AHR,CREB1
AHR,CRTC2
AHR,CRY1
AHR,CSGALNACT2
AHR,CSRP1
AHR,CST11
AHR,CTBP2
AHR,CTDSPL
AHR,CTNNBIP1
AHR,CTSA
AHR,CTSK
AHR,CUL1
AHR,CXXC5
AHR,CYP24A1
AHR,CYP2A5
AHR,CYR61
AHR,D330050I16RIK
AHR,DAB1
AHR,DACT3
AHR,DAXX
AHR,DBI
AHR,DBX2
AHR,DCHS1
AHR,DCLK1
AHR,DCP1B
AHR,DDX19B
AHR,DEFB25
AHR,DEGS1
AHR,DENND2D
AHR,DENND5A
AHR,DEPTOR
AHR,DHRS3
AHR,DHX16
AHR,DIO3OS
AHR,DIP2C
AHR,DLGAP1
AHR,DLGAP4
AHR,DLL4
AHR,DLX1
AHR,DMGDH
AHR,DMPK
AHR,DMR
AHR,DMRTA2
AHR,DNAJA4
AHR,DNAJB14
AHR,DNAJB3
AHR,DNAJC11
AHR,DNAJC16
AHR,DNAJC4
AHR,DNTTIP1
AHR,DOC2B
AHR,DOC2G
AHR,DOCK3
AHR,DOCK5
AHR,DOS
AHR,DPCR1
AHR,DPH1
AHR,DPH2
AHR,DPT
AHR,DRD4
AHR,DSTYK
AHR,DTD1
AHR,DTNB
AHR,DUSP3
AHR,DYNLL1
AHR,E130303B06RIK
AHR,E130307A14RIK
AHR,E130317F20RIK
AHR,EAF2
AHR,EBAG9
AHR,EBF3
AHR,EEF1D
AHR,EEF1G
AHR,EEFSEC
AHR,EFNA4
AHR,EFNA5
AHR,EFNB3
AHR,EGLN1
AHR,EGR1
AHR,EGR2
AHR,EHMT2
AHR,EIF2B3
AHR,EIF2B4
AHR,EIF4B
AHR,EIF4ENIF1
AHR,EIF4G1
AHR,EIF5
AHR,EIF5A2
AHR,ELAC2
AHR,ELAVL4
AHR,EMCN
AHR,EML2
AHR,EML3
AHR,EMX2OS
AHR,EN1
AHR,ENO3
AHR,ENTPD1
AHR,EPB4.1
AHR,EPB4.1L1
AHR,EPB4.1L2
AHR,EPB4.1L4B
AHR,EPHA1
AHR,EPHA4
AHR,EPHB6
AHR,EPM2AIP1
AHR,ERAL1
AHR,ERF
AHR,ERI3
AHR,ESCO2
AHR,ESPN
AHR,ESRP2
AHR,ETFB
AHR,ETV4
AHR,EVX1
AHR,EWSR1
AHR,EXOC3L
AHR,EZH2
AHR,F2RL1
AHR,FAAH
AHR,FADD
AHR,FAHD1
AHR,FAM100A
AHR,FAM102B
AHR,FAM110B
AHR,FAM116A
AHR,FAM120AOS
AHR,FAM134B
AHR,FAM150A
AHR,FAM160A2
AHR,FAM163B
AHR,FAM171A2
AHR,FAM189B
AHR,FAM193B
AHR,FAM19A5
AHR,FAM5B
AHR,FAM82A1
AHR,FAM83D
AHR,FAR1
AHR,FBXL15
AHR,FBXL16
AHR,FBXO2
AHR,FBXO33
AHR,FBXO34
AHR,FBXW8
AHR,FBXW9
AHR,FCHO2
AHR,FGD6
AHR,FGF8
AHR,FHOD3
AHR,FIBP
AHR,FIGNL2
AHR,FITM2
AHR,FIZ1
AHR,FKBP1A
AHR,FKBP4
AHR,FLT1
AHR,FMR1
AHR,FNBP1L
AHR,FNDC5
AHR,FOXA2
AHR,FOXP1
AHR,FOXP2
AHR,FOXP3
AHR,FOXQ1
AHR,FOXRED1
AHR,FST
AHR,FTMT
AHR,FUT11
AHR,FUT8
AHR,FUT9
AHR,FXR2
AHR,FZD5
AHR,G6PC3
AHR,GABBR2
AHR,GABRA5
AHR,GABRB3
AHR,GAD1
AHR,GALNT12
AHR,GAMT
AHR,GATA6
AHR,GATAD2A
AHR,GBX2
AHR,GCC1
AHR,GDF1
AHR,GDF10
AHR,GDF6
AHR,GDF7
AHR,GDI1
AHR,GGNBP2
AHR,GJB6
AHR,GJD2
AHR,GLRA1
AHR,GLT25D1
AHR,GLTSCR2
AHR,GM10190
AHR,GM10549
AHR,GM10649
AHR,GM11190
AHR,GM11435
AHR,GM11602
AHR,GM11762
AHR,GM129
AHR,GM13446
AHR,GM13826
AHR,GM16517
AHR,GM1661
AHR,GM16793
AHR,GM20554
AHR,GM266
AHR,GM4984
AHR,GM5069
AHR,GM5294
AHR,GM608
AHR,GM628
AHR,GM6981
AHR,GM88
AHR,GNAI1
AHR,GNAZ
AHR,GNB2L1
AHR,GNL3
AHR,GPC3
AHR,GPN2
AHR,GRIA3
AHR,GRIA4
AHR,GRIK2
AHR,GRIN2A
AHR,GRIN2B
AHR,GRK4
AHR,GRK5
AHR,GRM3
AHR,GRM5
AHR,GSG1L
AHR,GSN
AHR,GSPT1
AHR,GSR
AHR,GTF2A2
AHR,GTPBP3
AHR,H1FX
AHR,H2AFJ
AHR,H2AFX
AHR,H2AFY2
AHR,HAND1
AHR,HAND2
AHR,HAS2
AHR,HDAC7
AHR,HECA
AHR,HECTD3
AHR,HELT
AHR,HERC4
AHR,HERPUD1
AHR,HES1
AHR,HES3
AHR,HES5
AHR,HIBADH
AHR,HIC1
AHR,HIC2
AHR,HINT1
AHR,HIPK1
AHR,HIST1H1A
AHR,HIST1H2AA
AHR,HIST1H2AB
AHR,HIST1H2AG
AHR,HIST1H2AH
AHR,HIST1H2AK
AHR,HIST1H2AO
AHR,HIST1H2AP
AHR,HIST1H2BB
AHR,HIST1H2BC
AHR,HIST1H2BJ
AHR,HIST1H2BM
AHR,HIST1H2BN
AHR,HIST1H2BQ
AHR,HIST1H2BR
AHR,HIST1H3A
AHR,HIST1H3B
AHR,HIST1H3H
AHR,HIST1H4A
AHR,HIST1H4I
AHR,HIST1H4K
AHR,HIST1H4M
AHR,HIST1H4N
AHR,HIST2H2AA1
AHR,HIST2H2AA2
AHR,HIST2H2AC
AHR,HIST2H3C1
AHR,HIST2H3C2
AHR,HIST3H2A
AHR,HIST3H2BA
AHR,HIST3H2BB-PS
AHR,HIVEP2
AHR,HMBOX1
AHR,HMGA1
AHR,HMGA1-RS1
AHR,HMGN2
AHR,HMX2
AHR,HNRNPAB
AHR,HNRNPU
AHR,HNRNPUL1
AHR,HNRPDL
AHR,HOXA10
AHR,HOXA11
AHR,HOXA3
AHR,HOXA5
AHR,HOXB2
AHR,HOXB5
AHR,HOXB6
AHR,HOXB7
AHR,HOXC4
AHR,HPDL
AHR,HPS6
AHR,HS3ST3B1
AHR,HS6ST1
AHR,HS6ST3
AHR,HSCB
AHR,HSD17B1
AHR,HSF4
AHR,HSP90AA1
AHR,HSP90AB1
AHR,HSPB11
AHR,HTR4
AHR,HTR5A
AHR,HUNK
AHR,HUS1B
AHR,ICAM4
AHR,ICAM5
AHR,IER5L
