	dim1	dim2
E833_12	-9.432649	-4.8533735
E834_12	27.579924	-56.375263
E835_12	4.6682243	26.102285
E836_12	-10.111823	-35.164635
E837_12	-24.03885	-31.572458
E838_12	9.471085	-42.237904
E839_12	9.704319	-35.569122
E840_12	27.03785	-55.060394
E841_12	-17.001215	2.1106756
E842_12	-15.269423	-14.894566
E843_12	-11.332791	-23.50248
E844_12	4.118865	-43.195763
E845_12	-3.3062801	-43.20301
E846_12	18.985628	-52.699814
E847_12	-22.900648	18.054298
E848_12	-14.506027	30.663824
E849_12	5.553714	-44.409557
E850_12	24.951668	-47.060944
E851_12	29.858505	-59.70893
E852_12	-24.413582	26.415909
E853_12	24.43396	-58.588276
E854_12	-18.044504	-28.751007
E855_12	-5.6579556	8.528486
E856_12	19.692944	-50.532814
E857_12	-1.4673444	-43.978714
E858_12	-4.3528824	-14.559149
E859_12	12.511916	-36.613007
E860_12	-17.004436	-26.089184
E861_12	7.7130737	-41.488403
E862_12	16.297613	-55.56017
E863_12	9.45898	-39.34561
E864_12	14.878418	-54.72711
E865_12	14.47134	-50.346954
E866_12	24.897682	-57.3123
E867_12	9.029531	-23.87529
E868_12	8.791708	-19.36255
E869_12	1.1856214	-42.385178
E870_12	8.950374	-50.93801
E871_12	-11.923084	-16.321838
E872_12	-17.346792	9.461775
E873_12	10.346148	-33.573143
E874_12	23.370512	-45.404587
E875_12	14.648966	-44.413483
E876_12	-13.196078	-23.535515
E877_12	13.311596	-20.714039
E878_12	-14.210512	-31.746056
E879_12	13.776272	-35.36933
E880_12	-19.82625	-16.66223
E881_12	12.964791	-39.29974
E882_12	23.354364	-55.010998
E883_12	1.0102623	-36.359528
E884_12	-1.2486961	-24.135113
E885_12	-5.5087776	-37.21987
E886_12	10.072198	-45.63079
E887_12	30.220081	-61.42433
E888_12	28.903296	-60.678177
E889_12	20.59728	-51.552532
E890_12	-2.650742	-32.682533
E891_12	18.885294	-48.796783
E892_12	18.363325	-51.306118
E893_12	-6.7240624	-36.84794
E894_12	22.355484	-4.304881
E895_12	6.987951	-37.493813
E896_12	1.5409089	-42.61227
E897_12	32.514015	-61.74136
E898_12	6.0526266	-47.216904
E899_12	-4.4466376	-40.22477
E900_12	-0.7021784	-36.807556
E901_12	14.687253	-34.69093
E902_12	-4.3948994	-46.89906
E903_12	6.409083	-0.57039315
E904_12	-7.7739234	-48.432877
E905_12	-6.3293867	-14.863959
E906_12	10.147942	-42.049953
E907_12	-10.414221	-41.852394
E908_12	17.368654	-49.029575
E909_12	0.28335315	-34.18044
E910_12	16.678373	-54.305653
E911_12	23.1846	-47.13715
E912_12	-0.7821413	-38.495293
E913_12	-10.427706	-34.32714
E914_12	20.443213	-54.380775
E915_12	21.248407	-55.42915
E916_12	-9.295193	-30.445248
E917_12	26.485546	-53.138725
E918_12	-0.38503084	-46.282482
E919_12	-7.090433	-48.16622
E920_12	23.433683	-54.39933
E921_12	26.72948	-58.393837
E922_12	30.16811	-60.495056
E923_12	23.397207	-45.28913
E924_12	-4.5668736	-44.936543
E925_12	4.8884854	-39.858524
E926_12	24.961107	-54.35319
E927_12	1.2046714	-40.31932
E928_12	10.664292	-42.478313
E929_12	11.539113	-41.51481
E930_12	15.105051	-55.193626
E931_12	24.464874	-56.39854
E932_12	13.062037	-35.821236
E933_12	16.634508	-48.27234
E934_12	11.029978	-46.69468
E935_12	26.264582	-58.844894
E936_12	1.170591	-36.18913
E937_12	19.734022	-53.379288
E938_12	10.907383	-47.460674
E939_12	3.2321222	-27.426569
E940_12	16.662485	-45.187485
E941_12	20.213106	-47.895607
E942_12	9.302442	-49.659466
E943_12	-0.7484392	-25.012543
E944_12	13.147941	-55.322933
E945_12	15.040698	-60.39484
E946_12	15.763365	-35.569004
E947_12	30.295927	-59.355988
E948_12	20.825132	-55.841915
E949_12	22.640282	-51.739937
E950_12	0.020531876	-45.96832
E951_12	16.769278	-51.896873
E952_12	32.78414	-58.971012
E953_12	17.242115	-48.013744
E954_12	-1.1654348	-36.98182
E955_12	27.306662	-51.318214
E956_12	13.864078	-53.263905
E957_12	16.928694	-47.34501
E958_12	25.966314	-54.4227
E959_12	29.300917	-58.063156
E960_12	31.940432	-58.77671
E961_12	17.084795	-49.786804
E962_12	-12.179581	39.152355
E963_12	12.567822	-53.992657
E964_12	-21.96576	-24.577805
E965_12	1.5859149	14.438682
E966_12	19.60689	-45.915398
E967_12	11.644625	-52.926567
E968_12	22.452637	-47.582386
E969_12	-6.7544622	24.219294
E970_12	35.889027	-64.67576
E971_12	10.913029	-46.91931
E972_12	21.180859	-58.578747
E973_12	7.893719	-50.140453
E974_12	33.972065	-66.31847
E975_12	27.333267	-51.08329
E976_12	26.701859	-59.437992
E977_12	-24.921406	0.34861654
E978_12	-20.565865	3.8847153
E979_12	-20.81638	16.343649
E980_12	-18.538597	23.353195
E981_12	-16.122963	43.3683
E982_13	-4.146601	10.790982
E983_13	-25.127356	28.797636
E984_13	6.726266	-11.409985
E985_13	12.129388	-6.8064733
E986_13	-9.716253	11.740853
E987_13	-1.3158942	-5.130678
E988_13	10.626329	-21.19742
E989_13	3.074766	-38.378487
E990_13	2.6568544	-35.754498
E991_13	13.394989	-36.311672
E992_13	19.457022	1.2786338
E993_13	-7.281457	-48.802654
E994_13	14.116228	-5.7345796
E995_13	8.353241	21.161676
E996_13	-0.008815046	5.727828
E997_13	-0.63452184	1.2985829
E998_13	-12.749512	-3.5039546
E999_13	4.7642937	17.646479
E1000_13	11.669173	24.136877
E1001_13	-17.558666	20.839027
E1002_13	-4.9527016	3.0442257
E1003_13	22.182257	33.689556
E1004_13	4.804747	17.130072
E1005_13	-22.545158	11.774229
E1006_13	-9.057205	-5.803949
E1007_13	-8.266979	-5.1651163
E1008_13	26.570135	-0.46842295
E1009_13	-14.114996	9.829172
E1010_13	1.8075266	14.045366
E1011_13	-1.9428172	-5.102733
E1012_13	-22.482445	-13.753435
E1013_13	14.441061	37.649803
E1014_13	15.383759	2.4825652
E1015_13	5.731983	-1.7000003
E1016_13	-20.79307	24.739904
E1017_13	-22.191038	5.4328747
E1018_13	-6.5508533	13.955186
E1019_13	-20.645594	32.46209
E1020_13	-20.318989	-9.834573
E1021_13	-19.803148	34.59057
E1022_13	-19.687218	-17.396736
E1023_13	-8.040633	21.16274
E1024_13	-8.732346	31.62524
E1025_13	-23.898653	15.1582155
E1026_13	-24.882639	-10.309821
E1027_13	2.7890654	24.155706
E1028_13	-7.073339	-0.69314873
E1029_13	13.766487	-14.413332
E1030_13	13.821145	-26.606937
E1031_13	-6.2671156	27.595549
E1032_13	1.0937186	1.5340105
E1033_13	-7.6643414	-1.8348861
E1034_13	-6.42458	15.189232
E1035_13	-16.644728	22.36853
E1036_13	-19.6005	18.021807
E1037_13	-16.650826	22.368462
E1038_13	6.2201867	-2.7135131
E1039_15	13.131472	-33.069412
E1040_15	0.9220744	2.6310008
E1041_15	-9.243541	-21.89769
E1042_15	25.12236	-6.2679977
E1043_15	-3.6286879	4.6221604
E1044_15	3.826013	19.348618
E1045_15	-4.157254	3.188538
E1046_15	-16.695171	-3.600913
E1047_15	2.3509035	-2.5273411
E1048_15	-2.8227243	-35.22155
E1049_15	-2.114949	-3.5497108
E1050_15	6.9779954	36.197845
E1051_15	5.4555516	19.688845
E1052_15	0.21581799	24.566345
E1053_15	16.600077	42.911823
E1054_15	7.569553	-1.1031955
E1055_15	-12.359543	-2.012742
E1056_15	7.355276	-2.0751314
E1057_15	-2.5065556	9.605358
E1058_15	0.30077916	3.1367838
E1059_15	24.971716	-7.8710866
E1060_15	6.929968	-10.79677
E1061_15	-11.365482	-20.17558
E1062_15	15.341796	16.021616
E1063_15	-3.847938	3.1480472
E1064_15	4.807678	18.669453
E1065_15	9.304407	15.0973625
E1066_15	-1.9989173	1.9925644
E1067_15	-9.22799	26.149385
E1068_15	-6.289363	14.670439
E1069_15	-20.248024	0.91119534
E1070_15	22.278872	-43.58787
E1071_15	-2.4908574	9.619443
E1072_15	2.66924	13.050256
E1073_15	0.26389816	-2.185311
E1074_15	12.001711	-7.43702
E1075_15	8.107714	14.979332
E1076_15	16.94858	9.347781
E1077_15	-6.3018646	26.409277
E1078_15	5.1852407	25.113125
E1079_15	-17.407028	-21.741243
E1080_15	-4.9354134	10.833182
E1081_15	23.098995	-1.012848
E1082_15	1.0901867	25.770079
E1083_15	3.0394256	-3.4026928
E1084_15	14.946286	3.9839215
E1085_15	12.151816	15.944718
E1086_15	20.358723	27.236536
E1087_15	13.876868	19.671854
E1088_15	-2.751422	-4.262312
E1089_15	0.6975267	23.278067
E1090_15	-15.009366	43.945568
E1091_15	-9.457292	22.505136
E1092_15	-8.027499	24.406277
E1093_15	-8.644406	-3.889333
E1094_15	5.6261225	-2.5168314
E1095_15	10.950276	-9.739694
E1096_15	19.688904	26.174469
E1097_15	-11.02646	3.9675207
E1098_15	-25.50824	1.8224993
E1099_15	-0.54984593	0.9095609
E1100_15	2.997203	28.737394
E1101_15	10.487809	2.045723
E1102_15	4.955158	33.48031
E1103_15	-16.239277	26.986786
E1104_15	-17.894733	-19.767979
E1105_15	-18.511421	25.946466
E1106_15	12.931116	-5.5837607
E1107_15	-9.662452	28.425892
E1108_15	23.256483	12.568797
E1109_15	-16.368822	-19.371536
E1110_15	-23.246532	27.708448
E1111_15	-19.880552	-2.4181855
E1112_15	-7.016232	40.24304
E1113_15	-8.078361	-3.631702
E1114_15	2.9608507	22.700447
E1115_15	19.689438	26.174948
E1116_15	-8.008732	32.128292
E1117_15	8.389629	33.751144
E1118_15	13.638773	16.826359
E1119_16	13.792697	-10.015109
E1120_16	13.023053	-18.55855
E1121_16	3.99316	13.505598
E1122_16	13.7632	16.528902
E1123_16	-12.325961	33.27357
E1124_16	-14.6404295	-9.684645
E1125_16	3.3170133	36.94651
E1126_16	-12.674481	-21.220552
E1127_16	3.035876	39.650375
E1128_16	12.414792	-2.4314487
E1129_16	-22.744926	14.992956
E1130_16	-12.175604	-2.1466641
E1131_16	10.593599	-33.511086
E1132_16	-30.290277	7.7233024
E1133_16	-3.996797	4.8908153
E1134_16	-12.356056	53.17557
E1135_16	12.424628	-12.661448
E1136_16	-22.696072	32.95949
E1137_16	-9.227291	26.1497
E1138_16	9.714772	-38.90905
E1139_16	-20.284422	10.280353
E1140_16	6.9397035	-8.34127
E1141_16	-21.713976	12.128957
E1142_16	10.644192	-12.547602
E1143_16	8.890496	-6.7723923
E1144_16	-16.503906	49.83537
E1145_16	15.696738	-31.7236
E1146_16	13.296049	-7.3718767
E1147_16	13.66326	14.38714
E1148_16	9.829261	-5.3214054
E1149_16	19.77854	39.114655
E1150_16	11.775678	-4.834261
E1151_16	-11.356099	24.696112
E1152_16	16.24863	9.5890255
E1153_16	22.980957	7.5618377
E1154_16	-23.108591	14.228851
E1155_16	-17.58823	-16.690313
E1156_16	25.369041	-8.910891
E1157_16	0.23222707	12.170931
E1158_16	-7.789184	-0.28112933
E1159_17	26.298065	-49.873737
E1160_17	-10.411202	39.904003
E1161_17	20.197739	24.74718
E1162_17	15.3618965	1.5533642
E1163_17	14.463622	5.87634
E1164_17	2.6689146	13.049865
E1165_17	12.08055	-15.305874
E1166_17	9.574645	-7.9688144
E1167_17	-11.553656	-1.2327098
E1168_17	1.7787288	41.514866
E1169_17	-12.120888	6.181981
E1170_17	8.95323	44.273037
E1171_17	21.744139	5.302336
E1172_17	10.82413	-4.7293215
E1173_17	-7.0162582	40.243633
E1174_17	17.322025	26.781963
E1175_17	9.091609	15.145289
E1176_17	6.986247	36.039017
E1177_17	21.589409	34.31492
E1178_17	5.7882595	-14.236058
E1179_17	14.143603	-34.4788
E1180_17	-14.638291	30.958822
E1181_17	16.86478	27.399809
E1182_17	9.20507	1.1800518
E1183_17	-9.303454	-1.2265959
E1184_17	10.5193205	-18.187782
E1185_17	13.571898	8.514465
E1186_17	-5.3560705	-7.965665
E1187_17	30.66828	2.489718
E1188_17	10.207681	-9.047543
E1189_17	12.689653	-11.284127
E1190_17	-0.48770297	4.5604677
E1191_17	3.641217	25.937359
E1192_17	22.015629	5.416801
E1193_17	-21.160643	-9.281354
E1194_17	-5.790437	32.669456
E1195_17	31.750181	2.0026834
E1196_17	4.1585526	19.022947
E1197_17	18.509388	4.513316
E1198_17	4.725005	25.855593
E1199_17	23.584524	13.24903
E1200_17	22.263426	-0.982136
E1201_17	14.92914	5.2039733
E1202_17	-19.560648	25.164553
E1203_17	17.45744	13.197828
E1204_17	-10.130903	15.112042
E1205_17	14.460452	14.0118065
E1206_18	3.9469388	47.761654
E1207_18	24.320326	-7.9918776
E1208_18	13.339446	2.6624095
E1209_18	24.487288	2.5703464
E1210_18	17.297846	37.61327
E1211_18	19.120813	18.04318
E1212_18	18.023058	7.3737583
E1213_18	15.768236	21.64185
E1214_18	25.804625	-4.6577344
E1215_18	12.381174	-8.533252
E1216_18	-6.019531	59.97103
E1217_18	26.05085	3.8515182
E1218_18	-21.408205	30.327995
E1219_18	5.7080226	22.28434
E1220_18	21.156979	19.308962
E1221_18	-10.978451	3.887458
E1222_18	21.079884	16.896347
E1223_18	9.615149	7.025322
E1224_18	-10.078642	43.514614
E1225_18	30.481453	2.2763994
E1226_18	23.002583	-3.321961
E1227_18	9.110528	20.55096
E1228_18	21.941002	16.706585
E1229_18	9.438611	5.707717
E1230_18	10.597886	24.414024
E1231_18	-0.9817178	3.604368
E1232_18	10.243831	34.341053
E1233_18	8.967857	31.634033
E1234_18	25.652971	10.13838
E1235_18	-9.661957	28.424463
E1236_18	27.290895	-0.4623891
E1237_18	-8.548117	28.099215
E1238_18	27.612211	13.475381
E1239_18	-22.41341	9.787002
E1240_18	-20.7931	24.740723
E1241_18	16.624361	30.679506
E1242_18	-16.697365	-19.903826
E1243_18	-10.550996	27.213543
E1244_18	24.347906	-5.967017
E1245_18	5.9061594	37.68243
E1246_18	13.296341	-33.98616
E1247_18	23.779568	-1.8136563
E1248_18	23.835146	4.2680187
E1249_18	26.558165	15.750604
E1250_18	22.014286	34.220093
E1251_18	13.690062	-11.99006
E1252_18	25.686365	11.555468
E1253_18	14.374455	-12.728129
E1254_18	-18.727104	18.178429
E1255_18	10.048275	15.315699
E1256_18	-23.07661	26.398539
E1257_18	-8.668858	-21.855581
E1258_18	6.539089	20.979105
E1259_18	-8.344188	47.03642
E1260_18	12.572799	27.25861
E1261_18	-2.9207768	54.867447
E1262_18	17.188076	4.1651125
E1263_18	5.8982825	38.373253
E1264_18	10.991316	15.9175005
E1265_18	16.280846	16.175026
E1266_18	-21.407263	30.32751
E1267_18	22.013264	25.941656
E1268_18	19.283566	1.7763009
E1269_18	-8.370625	22.894112
E1270_18	8.62544	59.113472
E1271_18	-19.803238	34.59095
E1272_19	1.5693276	29.104183
E1273_19	22.756329	17.819136
E1274_19	13.071467	-13.852836
E1275_19	8.998598	32.271576
E1276_19	-7.6447306	15.4802885
E1277_19	20.153929	14.888611
E1278_19	6.84472	24.338633
E1279_19	21.535952	12.09628
E1280_19	20.038065	1.1358538
E1281_19	18.934393	10.560219
E1282_19	-20.523037	9.851865
E1283_19	2.6593926	39.583134
E1284_19	26.145197	17.303522
E1285_19	-16.473158	30.885225
E1286_19	23.190763	18.52214
E1287_19	13.712071	4.84968
E1288_19	7.6419935	27.401617
E1289_19	1.6759262	36.92917
E1290_19	30.074327	19.187153
E1291_19	24.146683	2.1678488
E1292_19	8.15475	21.440006
E1293_19	20.905235	14.772118
E1294_19	31.391483	3.499653
E1295_19	20.483114	31.444067
E1296_19	19.269735	13.873087
E1297_19	5.9646664	43.807205
E1298_19	22.901392	6.637994
E1299_19	-23.324415	13.2630005
E1300_19	21.675402	11.347823
E1301_19	25.06925	-3.0338979
E1302_19	-20.861885	29.552729
E1303_19	13.456079	-19.001389
E1304_19	27.857822	19.05513
E1305_19	-6.4766746	54.27044
E1306_19	-9.290147	42.81724
E1307_19	8.951956	33.375687
E1308_19	24.125986	16.070288
E1309_19	-22.222971	-12.09647
E1310_19	-1.7731279	52.31224
E1311_19	16.891638	12.51074
E1312_19	6.459319	25.870745
E1313_19	15.113996	22.457092
E1314_19	9.028757	30.756552
E1315_19	4.7829022	28.843977
E1316_19	13.087851	25.002012
E1317_19	3.6282241	24.57542
E1318_19	-25.045717	23.42191
E1319_19	-21.65476	14.097014
E1320_19	-17.12419	53.568516
E1321_19	-18.053732	46.509884
E1322_19	-22.901241	18.053583
E1323_19	-18.25431	26.997427
E1324_19	-10.661545	39.37675
E1325_19	-1.4615458	52.45236
E1326_19	-14.056288	31.437773
E1327_19	-11.067151	23.611526
E1328_19	-20.033243	44.283333
E1329_19	2.9177916	-34.855892
E1330_19	8.712905	32.88471
E1331_19	-6.7544928	24.219425
E1332_19	4.8087516	21.858683
E1333_19	23.297869	-2.3342607
E1334_19	2.174476	25.229408
E1335_19	-22.568855	19.016657
E1336_19	-21.490875	47.54751
E1337_19	-11.811311	30.760489
E1338_19	18.85412	32.625217
E1339_19	-2.978916	54.410595
E1340_19	-17.526463	47.082237
E1341_19	5.2318563	50.808487
E1342_19	-7.8178306	22.622992
E1343_19	-14.174998	33.570976
E1344_19	-2.9207768	54.867447
E1345_19	24.785776	11.459917
E1346_19	24.861607	-0.90724486
E1347_19	7.181234	23.87729
E1348_19	15.13777	14.614546
E1349_19	8.656863	34.447678
E1350_19	-9.12911	53.079002
E1351_19	19.314848	8.904646
E1352_19	23.703447	26.479992
E1353_19	17.522451	29.570507
E1354_19	26.412151	3.0238216
E1355_19	-20.902004	47.57655
E1356_19	-3.9493918	34.261784
E1357_19	23.742884	14.49916
E1358_19	-10.472327	54.12047
E1359_19	-22.695135	32.95937
E1360_19	-1.4635758	52.45282
E1361_19	23.56457	26.016544
E1362_19	8.842008	53.408092
E1363_19	11.89902	12.782169
E1364_19	27.409285	20.573559
E1365_19	10.3492985	2.0236254
E1366_19	-8.013009	47.696877
E1367_19	19.493143	0.8862856
E1368_19	-8.432342	12.33493
E1369_19	-3.3729565	57.519333
E1370_19	18.028011	34.533348
E1371_19	26.27471	-6.8834085
E1372_19	26.056705	12.863638
E1373_19	6.2116923	24.934956
E1374_19	24.12925	17.895813
E1375_19	26.487198	-6.0664477
E1376_19	24.77219	33.540867
E1377_19	8.33043	-13.020308
E1378_19	-5.5581203	-30.094326
E1379_19	30.350914	19.62729
E1380_19	11.893282	26.041523
E1381_19	-10.454992	5.518847
E1382_19	13.576733	39.828705
E1383_19	17.256315	3.9191
E1384_19	-13.239143	-32.86809
E1385_19	13.739777	-17.386477
E1386_19	23.003786	28.14729
E1387_19	-8.071978	3.001205
E1388_19	20.175821	28.048117
E1389_19	22.98599	17.477217
E1390_19	25.030521	0.19012631
E1391_19	-18.294695	47.2035
E1392_19	3.9170182	50.02339
E1393_19	13.703326	44.27202
E1394_19	16.59954	42.91074
E1395_21	-3.5581048	33.8969
E1396_21	17.946651	15.211503
E1397_21	-5.8947434	59.722706
E1398_21	6.4450436	23.07523
E1399_21	22.828188	28.153011
E1400_21	-20.792633	24.740206
E1401_21	20.104252	-3.0529382
E1402_21	28.204704	19.221878
E1403_21	9.765882	39.063408
E1404_21	-10.078885	43.51398
E1405_21	27.38544	14.937563
E1406_21	23.870605	3.5877974
E1407_21	4.5236497	24.035461
E1408_21	20.447838	17.38308
E1409_21	-0.60045105	5.202963
E1410_21	3.6036427	49.81444
E1411_21	-10.527748	39.0934
E1412_21	11.081106	39.699528
E1413_21	24.080336	32.92838
E1414_21	-3.6011262	55.086777
E1415_21	4.4524584	49.775433
E1416_21	-5.6322913	22.471544
E1417_21	26.124817	-3.3804853
E1418_21	16.325771	28.30038
E1419_21	18.870737	19.222567
E1420_21	16.455517	33.932667
E1421_21	14.63426	0.9207543
E1422_21	6.3795614	43.71573
E1423_21	21.974401	33.38222
E1424_21	-3.3428395	45.664303
E1425_21	-17.256985	46.789898
E1426_21	23.920538	29.700476
E1427_21	23.723822	20.209625
E1428_21	10.243684	43.19039
E1429_21	3.4245603	12.5183935
E1430_21	16.34624	19.241764
E1431_21	5.295087	21.957153
E1432_21	20.17453	20.69591
E1433_21	8.161002	55.447033
E1434_21	13.409856	44.3753
E1435_21	-19.837908	8.826977
E1436_21	-7.7079144	44.49508
E1437_21	-9.228791	26.151262
E1438_21	-15.33349	59.03264
E1439_21	24.080221	32.92873
E1440_21	18.852753	32.625202
E1441_21	16.09902	20.481329
E1442_21	19.106386	18.93003
E1443_21	18.02799	34.533413
E1444_21	21.257874	2.3374703
E1445_21	-11.510894	61.379658
E1446_21	2.125872	24.726507
E1447_21	25.034948	-10.355159
E1448_21	24.408474	20.516285
E1449_21	14.064164	43.782257
E1450_21	12.527435	34.401474
E1451_21	15.442685	-30.61553
E1452_21	-0.7980152	50.687088
E1453_21	-16.632074	22.363443
E1454_21	16.612354	13.170948
E1455_21	5.8658648	36.910282
E1456_21	-24.857119	-6.849954
E1457_21	-4.5311875	26.279716
E1458_21	8.961456	44.272484
E1459_21	12.901434	41.378323
E1460_21	23.797483	0.88334036
E1461_21	7.8125176	25.404114
E1462_21	-6.293212	55.26496
E1463_21	24.369349	-3.4517665
E1464_21	23.017483	24.883446
E1465_21	6.211654	33.815536
E1466_21	11.696569	-14.31609
E1467_21	-11.308817	56.012848
E1468_21	-13.4911375	62.119843
E1469_21	23.097507	17.758507
E1470_21	10.243829	34.34106
E1471_21	-8.277721	44.972336
E1472_21	3.869937	49.068672
E1473_21	27.514248	20.571909
E1474_21	16.970903	18.88668
E1475_21	-10.665623	39.68119
E1476_21	-3.2704368	54.26629
E1477_21	15.84044	-29.655853
E1478_21	-20.981955	4.987091
E1479_21	-10.607211	61.01381
E1480_21	11.405749	33.989388
E1481_21	-19.598452	18.019972
E1482_21	10.522277	35.857857
E1483_21	6.4632087	58.503746
E1484_21	24.909466	1.3862816
E1485_21	-3.7742062	44.770763
E1486_21	6.961898	27.52237
E1487_21	-10.141243	39.99231
E1488_21	-2.1690922	15.219806
E1489_21	15.788805	15.776444
E1490_21	11.76622	3.0010173
E1491_21	-2.9224982	38.86633
E1492_21	6.476103	25.982044
E1493_22	22.238155	-5.6837907
E1494_22	12.330187	16.479597
E1495_22	-10.667568	-25.66869
E1496_22	-7.4100904	32.63269
E1497_22	-20.624352	32.70724
E1498_22	8.037827	54.98796
E1499_22	24.312174	6.7725086
E1500_22	21.377268	7.9440928
E1501_22	21.59274	1.5276035
E1502_22	-5.9688454	31.477922
E1503_22	1.0091631	38.1872
E1504_22	-16.473684	30.88394
E1505_22	-11.067029	23.611202
E1506_22	24.394049	7.603559
E1507_22	12.773777	-17.523716
E1508_22	23.639923	20.329273
E1509_22	-18.619635	46.985878
E1510_22	-11.343372	56.200157
E1511_22	13.452569	38.663815
E1512_22	15.859751	19.356651
E1513_22	26.901478	13.229581
E1514_22	13.900496	9.168535
E1515_22	25.54004	16.642868
E1516_22	26.38626	-1.1537168
E1517_22	14.44371	13.870053
E1518_22	-13.860727	49.283333
E1519_22	11.691351	-45.77276
E1520_22	-3.192891	45.65123
E1521_22	23.40053	2.1060467
E1522_22	21.064857	14.92485
E1523_22	-5.717681	9.869539
E1524_22	4.585597	-15.073513
E1525_22	-6.263863	21.252762
E1526_22	-5.382081	11.854987
E1527_22	8.954863	44.272896
E1528_22	-12.2261095	33.424755
E1529_22	7.8697653	54.514923
E1530_22	-9.041691	52.423325
E1531_22	-4.236972	45.7842
E1532_22	-8.234956	20.630087
E1533_22	25.614548	3.6690047
E1534_22	-10.123852	60.547024
E1535_22	-11.465355	62.00692
E1536_22	10.474061	24.606495
E1537_22	5.867521	-13.723603
E1538_22	1.5691066	29.103445
E1539_22	15.4368105	22.2687
E1540_22	27.726841	-4.607871
E1541_22	8.946834	-11.205014
E1542_22	26.56839	3.0444555
E1543_22	14.056232	47.210064
E1544_22	1.1433135	25.305038
E1545_22	-9.320366	52.68451
E1546_22	24.080364	32.92866
E1547_22	-21.88321	19.613468
E1548_22	27.03668	-2.483082
E1549_22	2.0898054	49.08251
E1550_22	-16.799732	-18.217155
E1551_22	-23.341654	23.790974
E1552_22	9.813678	54.69216
E1553_22	25.26294	16.065653
E1554_22	-9.044103	37.66259
E1555_23	22.583775	-5.134538
E1556_23	-6.5314817	27.522999
E1557_23	-14.612189	31.320644
E1558_23	22.824406	28.154398
E1559_23	-8.027415	24.406204
E1560_23	16.160357	34.237946
E1561_23	3.0455167	39.21508
E1562_23	22.618746	-6.881566
E1563_23	-3.0822399	33.126144
E1564_23	8.67332	54.83703
E1565_23	13.577154	39.828438
E1566_23	24.691912	5.4530306
E1567_23	13.780003	19.8642
E1568_23	5.1267986	24.486795
E1569_23	-11.441907	59.948868
E1570_23	23.76756	2.6612995
E1571_23	13.697187	38.925495
E1572_23	12.725011	26.722101
E1573_23	4.9161	57.554966
E1574_23	23.74654	13.351443
E1575_23	1.112855	-2.602895
E1576_23	-10.19289	61.609756
E1577_23	17.655384	22.322582
E1578_23	9.484875	55.124252
E1579_23	12.414955	-16.477068
E1580_23	-5.4994607	33.793663
E1581_23	10.190517	53.964687
E1582_23	-10.649161	53.619316
E1583_23	29.34538	18.841316
E1584_23	-14.379641	31.505857
E1585_23	9.801846	53.553444
E1586_23	-3.4269285	-34.610107
E1587_23	10.053324	24.120419
E1588_23	-9.64935	61.17448
E1589_23	16.696363	15.179662
E1590_23	-3.2312927	33.625282
E1591_23	-8.498943	65.79859
E1592_23	-22.791521	-5.6726856
E1593_23	-3.3248491	55.14246
E1594_23	22.758694	17.822117
E1595_23	25.407784	0.13468541
E1596_23	-13.813673	31.197569
E1597_23	-10.613261	3.2255313
E1598_23	-14.089953	-7.0977993
E1599_23	-3.785999	54.58286
E1600_23	4.566768	49.53821
E1601_23	22.141716	25.214157
E1602_23	-9.226685	26.150753
E1603_23	-6.7393622	7.209304
E1604_23	11.44079	33.095505
E1605_23	7.0296216	-10.241823
E1606_23	14.596044	-45.00722
E1607_23	21.82702	6.818653
E1608_23	-4.069779	57.057575
E1609_23	26.376118	-1.0912247
E1610_23	24.090763	31.966978
E1611_23	19.011143	25.71736
E1612_23	4.9148445	57.55636
E1613_23	-17.160799	46.392063
E1614_23	23.04908	23.110441
E1615_23	-11.230699	44.38424
E1616_23	3.1299627	39.503105
E1617_23	-9.871574	39.898792
E1618_23	3.3171003	36.9466
E1619_23	-5.3435082	40.773354
E1620_23	27.049515	-9.632461
E1621_23	16.742802	19.818043
E1622_23	12.098397	12.738762
E1623_23	13.539875	44.802254
E1624_23	14.119246	39.746933
E1625_23	1.7534505	13.466752
E1626_23	7.5167503	43.44217
E1627_23	4.9140315	57.55594
E1628_23	5.1259804	39.143467
E1629_23	22.764013	7.691947
E1630_23	-9.560365	39.378017
E1631_23	5.177316	34.16767
E1632_23	20.490616	31.442661
E1633_23	-17.58993	45.734356
E1634_23	-1.7738333	52.30785
E1635_23	29.194834	2.0786433
E1636_23	22.85661	21.761433
E1637_23	1.2018117	48.979614
E1638_23	-11.471272	40.994396
E1639_23	23.85477	8.139454
E1640_23	3.7959366	56.871487
E1641_23	-15.028586	21.655243
E1642_23	-10.2647085	38.925026
E1643_23	-9.737612	62.828083
E1644_23	8.602879	-4.807265
E1645_23	3.7539387	23.551693
E1646_23	4.1794233	50.006554
E1647_23	13.67623	43.908005
E1648_23	21.330946	33.815735
E1649_23	12.2536125	43.378372
E1650_23	-19.41706	16.714947
E1651_23	10.416972	54.469536
E1652_23	-10.678215	62.82803
E1653_23	14.444644	12.157292
E1654_23	14.800043	3.169428
E1655_23	25.028957	-2.1016972
E1656_23	16.325785	28.300081
E1657_23	30.99625	3.2929602
E1658_23	-17.435453	51.103584
E1659_23	26.947702	10.62784
E1660_23	4.4873495	49.17606
E1661_23	22.214817	26.927126
E1662_23	29.561817	1.7463893
E1663_23	-2.2098763	15.162944
